,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,8.0,229.9,14.478306740518734,50.58163858106523,398.5
1,1,8.0,147.1,14.562901604604418,51.250026249958644,661.1
2,2,8.0,492.8,13.793858604829643,51.41853697333166,835.0
3,3,8.0,155.7,17.42044539697522,49.734924998923134,1443.6
4,4,8.0,174.0,18.366368689029557,50.306329313128344,1885.2
5,5,8.0,146.2,13.337376451654785,51.344825415615965,2133.1
6,6,8.0,193.6,12.38486196595657,51.51606472475168,2318.7
7,7,8.0,225.8,12.639195405255412,51.342080306087745,2535.5
8,8,8.0,140.6,16.159215011455046,51.211845276435966,2845.0
9,9,7.0,231.2,19.605399987022505,51.8128932496771,3139.5
10,10,7.0,197.7,23.09355930742953,51.54585596835531,3441.7
11,11,7.0,227.2,14.286918595372411,48.35135670362756,3717.6
12,12,8.0,58.0,16.769279669691766,47.984259946630715,4033.4
13,13,8.0,165.4,15.684379723580902,48.45347045118109,4261.9
14,14,8.0,108.7,16.245231662877625,48.227454251593414,4500.3
15,15,8.0,1185.9,15.381706565692273,49.043487254205374,5361.1
16,16,8.0,366.2,15.466850612095909,49.10358251034627,6581.3
17,17,8.0,192.9,16.019462804966462,48.9505026530119,6978.8
18,18,8.0,195.7,11.068473567481199,49.37686707701834,7701.5
19,19,8.0,151.0,10.240104460493331,50.00371609465456,7950.1
20,20,8.0,74.8,9.632011107187617,50.01395401894744,8151.1
21,21,8.0,146.8,9.8187786928472,49.836425498523695,8297.7
22,22,8.0,201.6,10.32360062466695,48.735036873270914,8492.4
23,23,8.0,192.1,10.212089456754844,48.641840178476905,8715.6
24,24,8.0,298.5,10.64110545323303,49.84280232142361,8942.7
25,25,8.0,60.6,8.713004790398385,52.44281861488963,9477.9
26,26,8.0,89.5,19.052238672997106,52.42238867458529,9867.8
27,27,8.0,77.1,17.925041630119548,48.88985877501427,10070.4
28,28,8.0,110.0,19.04125234442891,48.65780610961118,10208.9
29,29,8.0,54.6,12.9240647317594,51.56532438675146,10947.6
30,30,8.0,150.2,12.726310817531594,51.37884374968889,11033.2
31,31,7.0,780.6,9.779777400540315,48.89888590701573,13792.2
32,32,7.0,1613.5,11.566070372580278,50.131382478223884,14626.3
33,33,7.0,559.5,11.39138815067707,50.208787931508944,16260.3
34,34,7.0,223.6,10.584991365549463,51.66120295873494,16870.9
35,35,7.0,290.9,10.622345150902293,52.91376509634342,17191.9
36,36,7.0,149.6,11.058501858618445,52.915090144103445,17503.9
37,37,7.0,287.6,11.283721594266787,50.36812855429684,17731.7
38,38,7.0,139.4,14.632355078299359,50.701217457007346,18100.5
39,39,7.0,146.2,11.043121400954336,51.43369715044883,18280.9
40,40,7.0,249.8,10.76187098727675,51.69458378375202,18444.6
41,41,7.0,80.6,12.264801271849873,52.16135786145645,18803.3
42,42,7.0,95.3,12.368072358059674,52.05001794318544,18961.4
43,43,7.0,153.8,11.586944665080772,52.29258320590241,19098.8
44,44,7.0,118.2,13.910552486705162,50.589054342988966,19321.8
45,45,7.0,148.5,11.247466844102131,50.77839137302494,19499.1
46,46,7.0,61.4,13.782012851697328,50.864452068453105,19674.7
47,47,7.0,73.2,13.88748133773126,50.87901123529878,19843.3
48,48,7.0,151.9,15.433257901389004,51.76535003816907,19954.1
49,49,7.0,85.0,16.234161522232522,51.9945802827198,20140.6
50,50,7.0,264.8,16.652740372460435,52.1856115407198,20331.8
51,51,7.0,305.4,15.830963129668719,51.11272225036174,20630.6
52,52,7.0,129.5,16.92849762185391,51.186462071330276,20986.9
53,53,7.0,232.3,15.700225551486085,51.19954396902613,21175.9
54,54,7.0,113.2,16.819732700807698,51.08788573128648,21461.7
55,55,7.0,279.9,16.47036758644906,52.22466201656471,21615.6
56,56,7.0,112.4,10.166412388119973,51.98984467502837,21972.1
57,57,7.0,300.2,9.233672824457916,52.0121650327615,22111.5
58,58,7.0,230.4,14.587310601636759,51.27039600393013,22480.1
59,59,7.0,119.7,17.375640658138288,49.03739092491911,22785.9
60,60,7.0,105.6,19.603668628213317,50.55346662610374,22973.2
61,61,7.0,157.6,19.844269492078066,51.45834568784515,23124.8
62,62,7.0,173.1,20.101348507690552,51.10651426619882,23337.6
