Trial Start Raw Time [ms]	Trial Start Time of Day [h:m:s:ms]	Stimulus	Participant	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	Annotation Name	Annotation Description	Annotation Tags
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	1	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	1	9.3	189.7	180.4	925.5	533.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	1	189.7	231.1	41.4	-	-	941.1	518.6	968.4	638.9	2.4	4073.0	6735.7	-6156.5	58.0	142.4	38.0	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	2	231.1	298.2	67.1	959.7	628.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	2	298.2	329.2	31.1	-	-	950.2	611.1	947.3	651.9	0.8	1128.3	1839.6	-1076.6	24.1	42.1	57.7	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	3	329.2	456.3	127.1	960.6	633.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	3	456.3	516.1	59.8	-	-	960.0	629.1	756.8	676.9	4.5	3319.7	5906.9	-5854.3	74.5	161.7	72.1	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	4	516.1	585.1	69.0	-	-	756.8	676.9	783.2	677.2	4.0	2278.8	3472.2	-4211.7	58.0	124.7	63.3	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	1	648.1	1898.1	1249.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	3	1648.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	4	1808.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	4	1969.1	2103.6	134.5	881.1	566.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	5	2072.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	5	2103.6	2146.9	43.2	-	-	893.9	577.3	749.3	596.0	3.5	5892.7	9260.7	-9349.0	80.6	219.6	68.7	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	5	2146.9	2558.2	411.4	754.9	593.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	6	2558.2	2614.7	56.5	-	-	768.6	613.4	986.7	636.5	4.9	6083.1	10725.6	-10800.0	87.6	234.8	63.6	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	6	2614.7	2847.4	232.7	994.0	628.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2467382.0	09:01:48:466	P05-Olda-scrrec2.mkv	P05-Olda	7	2847.4	2923.8	76.4	-	-	993.1	623.3	890.8	601.3	3.3	1848.0	4878.7	-3288.5	43.8	113.6	38.3	-	-	-
