RecordingTime [ms]	Time of Day [h:m:s:ms]	Stimulus	Participant	Point of Regard Right X [px]	Point of Regard Right Y [px]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Content
2467521.9	09:01:48:606	P05-Olda-scrrec2.mkv	P05-Olda	935.3	525.5	-	-	-	-	-	-
2467525.9	09:01:48:610	P05-Olda-scrrec2.mkv	P05-Olda	937.8	525.2	-	-	-	-	-	-
2467529.9	09:01:48:614	P05-Olda-scrrec2.mkv	P05-Olda	939.2	524.5	-	-	-	-	-	-
2467535.2	09:01:48:619	P05-Olda-scrrec2.mkv	P05-Olda	942.1	524.7	-	-	-	-	-	-
2467538.8	09:01:48:623	P05-Olda-scrrec2.mkv	P05-Olda	943.2	522.9	-	-	-	-	-	-
2467544.1	09:01:48:628	P05-Olda-scrrec2.mkv	P05-Olda	943.9	520.6	-	-	-	-	-	-
2467547.8	09:01:48:632	P05-Olda-scrrec2.mkv	P05-Olda	945.1	520.9	-	-	-	-	-	-
2467553.1	09:01:48:637	P05-Olda-scrrec2.mkv	P05-Olda	944.7	520.9	-	-	-	-	-	-
2467556.6	09:01:48:641	P05-Olda-scrrec2.mkv	P05-Olda	945.6	520.1	-	-	-	-	-	-
2467562.4	09:01:48:646	P05-Olda-scrrec2.mkv	P05-Olda	941.2	519.0	-	-	-	-	-	-
2467568.0	09:01:48:652	P05-Olda-scrrec2.mkv	P05-Olda	940.3	518.3	-	-	-	-	-	-
2467571.7	09:01:48:656	P05-Olda-scrrec2.mkv	P05-Olda	941.1	518.6	-	-	-	-	-	-
2467575.4	09:01:48:659	P05-Olda-scrrec2.mkv	P05-Olda	942.8	519.2	-	-	-	-	-	-
2467579.4	09:01:48:663	P05-Olda-scrrec2.mkv	P05-Olda	948.0	530.3	-	-	-	-	-	-
2467583.8	09:01:48:668	P05-Olda-scrrec2.mkv	P05-Olda	961.4	567.2	-	-	-	-	-	-
2467587.5	09:01:48:671	P05-Olda-scrrec2.mkv	P05-Olda	961.4	618.4	-	-	-	-	-	-
2467592.8	09:01:48:677	P05-Olda-scrrec2.mkv	P05-Olda	956.6	620.8	-	-	-	-	-	-
2467596.6	09:01:48:681	P05-Olda-scrrec2.mkv	P05-Olda	958.5	629.7	-	-	-	-	-	-
2467600.2	09:01:48:684	P05-Olda-scrrec2.mkv	P05-Olda	967.1	638.2	-	-	-	-	-	-
2467603.8	09:01:48:688	P05-Olda-scrrec2.mkv	P05-Olda	966.0	639.9	-	-	-	-	-	-
2467607.5	09:01:48:692	P05-Olda-scrrec2.mkv	P05-Olda	970.3	638.1	-	-	-	-	-	-
2467613.1	09:01:48:697	P05-Olda-scrrec2.mkv	P05-Olda	968.4	638.9	-	-	-	-	-	-
2467616.9	09:01:48:701	P05-Olda-scrrec2.mkv	P05-Olda	969.3	639.8	-	-	-	-	-	-
2467622.1	09:01:48:706	P05-Olda-scrrec2.mkv	P05-Olda	972.2	642.8	-	-	-	-	-	-
2467625.7	09:01:48:710	P05-Olda-scrrec2.mkv	P05-Olda	970.0	641.8	-	-	-	-	-	-
2467631.2	09:01:48:715	P05-Olda-scrrec2.mkv	P05-Olda	966.2	642.2	-	-	-	-	-	-
2467636.9	09:01:48:721	P05-Olda-scrrec2.mkv	P05-Olda	963.6	639.7	-	-	-	-	-	-
2467640.6	09:01:48:725	P05-Olda-scrrec2.mkv	P05-Olda	963.1	639.0	-	-	-	-	-	-
2467644.1	09:01:48:728	P05-Olda-scrrec2.mkv	P05-Olda	959.3	637.0	-	-	-	-	-	-
2467648.0	09:01:48:732	P05-Olda-scrrec2.mkv	P05-Olda	957.7	635.2	-	-	-	-	-	-
2467651.6	09:01:48:736	P05-Olda-scrrec2.mkv	P05-Olda	956.2	624.2	-	-	-	-	-	-
2467655.5	09:01:48:740	P05-Olda-scrrec2.mkv	P05-Olda	954.3	620.2	-	-	-	-	-	-
2467659.2	09:01:48:743	P05-Olda-scrrec2.mkv	P05-Olda	952.6	612.2	-	-	-	-	-	-
2467663.7	09:01:48:748	P05-Olda-scrrec2.mkv	P05-Olda	951.9	608.8	-	-	-	-	-	-
2467669.2	09:01:48:753	P05-Olda-scrrec2.mkv	P05-Olda	950.2	610.3	-	-	-	-	-	-
2467672.9	09:01:48:757	P05-Olda-scrrec2.mkv	P05-Olda	950.1	606.5	-	-	-	-	-	-
2467676.4	09:01:48:760	P05-Olda-scrrec2.mkv	P05-Olda	950.2	609.9	-	-	-	-	-	-
2467680.2	09:01:48:764	P05-Olda-scrrec2.mkv	P05-Olda	950.2	611.1	-	-	-	-	-	-
2467685.5	09:01:48:769	P05-Olda-scrrec2.mkv	P05-Olda	949.6	613.7	-	-	-	-	-	-
2467689.2	09:01:48:773	P05-Olda-scrrec2.mkv	P05-Olda	949.2	617.3	-	-	-	-	-	-
2467692.8	09:01:48:777	P05-Olda-scrrec2.mkv	P05-Olda	948.1	628.3	-	-	-	-	-	-
2467698.1	09:01:48:782	P05-Olda-scrrec2.mkv	P05-Olda	946.8	637.1	-	-	-	-	-	-
2467703.7	09:01:48:788	P05-Olda-scrrec2.mkv	P05-Olda	947.3	648.8	-	-	-	-	-	-
2467707.7	09:01:48:792	P05-Olda-scrrec2.mkv	P05-Olda	947.7	648.2	-	-	-	-	-	-
2467711.3	09:01:48:795	P05-Olda-scrrec2.mkv	P05-Olda	947.3	651.9	-	-	-	-	-	-
2467715.1	09:01:48:799	P05-Olda-scrrec2.mkv	P05-Olda	949.2	637.0	-	-	-	-	-	-
2467720.5	09:01:48:804	P05-Olda-scrrec2.mkv	P05-Olda	946.5	633.9	-	-	-	-	-	-
2467724.1	09:01:48:808	P05-Olda-scrrec2.mkv	P05-Olda	944.3	633.4	-	-	-	-	-	-
2467727.8	09:01:48:812	P05-Olda-scrrec2.mkv	P05-Olda	943.8	631.5	-	-	-	-	-	-
2467731.7	09:01:48:816	P05-Olda-scrrec2.mkv	P05-Olda	942.1	640.8	-	-	-	-	-	-
2467737.1	09:01:48:821	P05-Olda-scrrec2.mkv	P05-Olda	943.9	646.7	-	-	-	-	-	-
2467740.6	09:01:48:825	P05-Olda-scrrec2.mkv	P05-Olda	947.9	642.1	-	-	-	-	-	-
2467744.1	09:01:48:828	P05-Olda-scrrec2.mkv	P05-Olda	948.0	643.7	-	-	-	-	-	-
2467749.4	09:01:48:833	P05-Olda-scrrec2.mkv	P05-Olda	948.7	637.2	-	-	-	-	-	-
2467754.9	09:01:48:839	P05-Olda-scrrec2.mkv	P05-Olda	952.8	639.1	-	-	-	-	-	-
2467758.7	09:01:48:843	P05-Olda-scrrec2.mkv	P05-Olda	954.5	632.1	-	-	-	-	-	-
2467763.0	09:01:48:847	P05-Olda-scrrec2.mkv	P05-Olda	957.3	625.6	-	-	-	-	-	-
2467768.3	09:01:48:852	P05-Olda-scrrec2.mkv	P05-Olda	964.4	624.7	-	-	-	-	-	-
2467772.2	09:01:48:856	P05-Olda-scrrec2.mkv	P05-Olda	971.4	634.7	-	-	-	-	-	-
2467775.8	09:01:48:860	P05-Olda-scrrec2.mkv	P05-Olda	973.6	631.1	-	-	-	-	-	-
2467779.4	09:01:48:863	P05-Olda-scrrec2.mkv	P05-Olda	975.0	628.3	-	-	-	-	-	-
2467785.3	09:01:48:869	P05-Olda-scrrec2.mkv	P05-Olda	974.8	631.6	-	-	-	-	-	-
2467789.2	09:01:48:873	P05-Olda-scrrec2.mkv	P05-Olda	973.3	638.7	-	-	-	-	-	-
2467792.8	09:01:48:877	P05-Olda-scrrec2.mkv	P05-Olda	975.8	645.7	-	-	-	-	-	-
2467796.3	09:01:48:880	P05-Olda-scrrec2.mkv	P05-Olda	975.8	640.3	-	-	-	-	-	-
2467801.9	09:01:48:886	P05-Olda-scrrec2.mkv	P05-Olda	974.4	630.4	-	-	-	-	-	-
2467807.2	09:01:48:891	P05-Olda-scrrec2.mkv	P05-Olda	966.6	617.6	-	-	-	-	-	-
2467811.1	09:01:48:895	P05-Olda-scrrec2.mkv	P05-Olda	963.8	616.9	-	-	-	-	-	-
2467814.8	09:01:48:899	P05-Olda-scrrec2.mkv	P05-Olda	971.4	620.6	-	-	-	-	-	-
2467819.3	09:01:48:903	P05-Olda-scrrec2.mkv	P05-Olda	971.1	622.5	-	-	-	-	-	-
2467823.1	09:01:48:907	P05-Olda-scrrec2.mkv	P05-Olda	970.1	620.3	-	-	-	-	-	-
2467826.8	09:01:48:911	P05-Olda-scrrec2.mkv	P05-Olda	966.4	622.1	-	-	-	-	-	-
2467830.6	09:01:48:915	P05-Olda-scrrec2.mkv	P05-Olda	961.7	637.7	-	-	-	-	-	-
2467834.6	09:01:48:919	P05-Olda-scrrec2.mkv	P05-Olda	962.1	634.5	-	-	-	-	-	-
2467838.4	09:01:48:922	P05-Olda-scrrec2.mkv	P05-Olda	960.0	629.1	-	-	-	-	-	-
2467842.2	09:01:48:926	P05-Olda-scrrec2.mkv	P05-Olda	957.4	623.8	-	-	-	-	-	-
2467845.8	09:01:48:930	P05-Olda-scrrec2.mkv	P05-Olda	953.8	629.7	-	-	-	-	-	-
2467849.8	09:01:48:934	P05-Olda-scrrec2.mkv	P05-Olda	961.4	632.2	-	-	-	-	-	-
2467855.3	09:01:48:939	P05-Olda-scrrec2.mkv	P05-Olda	963.2	647.9	-	-	-	-	-	-
2467858.9	09:01:48:943	P05-Olda-scrrec2.mkv	P05-Olda	948.5	649.7	-	-	-	-	-	-
2467862.8	09:01:48:947	P05-Olda-scrrec2.mkv	P05-Olda	880.6	654.1	-	-	-	-	-	-
2467867.0	09:01:48:951	P05-Olda-scrrec2.mkv	P05-Olda	869.0	664.0	-	-	-	-	-	-
2467872.4	09:01:48:956	P05-Olda-scrrec2.mkv	P05-Olda	873.1	666.4	-	-	-	-	-	-
2467877.8	09:01:48:962	P05-Olda-scrrec2.mkv	P05-Olda	848.3	672.7	-	-	-	-	-	-
2467881.5	09:01:48:965	P05-Olda-scrrec2.mkv	P05-Olda	779.7	665.9	-	-	-	-	-	-
2467885.5	09:01:48:969	P05-Olda-scrrec2.mkv	P05-Olda	760.1	674.6	-	-	-	-	-	-
2467889.3	09:01:48:973	P05-Olda-scrrec2.mkv	P05-Olda	763.0	671.1	-	-	-	-	-	-
2467894.6	09:01:48:979	P05-Olda-scrrec2.mkv	P05-Olda	754.4	674.9	-	-	-	-	-	-
2467898.1	09:01:48:982	P05-Olda-scrrec2.mkv	P05-Olda	756.8	676.9	-	-	-	-	-	-
2467901.9	09:01:48:986	P05-Olda-scrrec2.mkv	P05-Olda	761.3	680.3	-	-	-	-	-	-
2467905.8	09:01:48:990	P05-Olda-scrrec2.mkv	P05-Olda	755.2	643.7	-	-	-	-	-	-
2467911.0	09:01:48:995	P05-Olda-scrrec2.mkv	P05-Olda	732.1	614.4	-	-	-	-	-	-
2467915.5	09:01:48:999	P05-Olda-scrrec2.mkv	P05-Olda	718.9	613.7	-	-	-	-	-	-
2467919.5	09:01:49:003	P05-Olda-scrrec2.mkv	P05-Olda	703.8	609.4	-	-	-	-	-	-
2467923.3	09:01:49:007	P05-Olda-scrrec2.mkv	P05-Olda	708.2	610.6	-	-	-	-	-	-
2467928.6	09:01:49:013	P05-Olda-scrrec2.mkv	P05-Olda	724.5	602.9	-	-	-	-	-	-
2467933.9	09:01:49:018	P05-Olda-scrrec2.mkv	P05-Olda	732.4	608.5	-	-	-	-	-	-
2467937.8	09:01:49:022	P05-Olda-scrrec2.mkv	P05-Olda	745.8	606.4	-	-	-	-	-	-
2467941.8	09:01:49:026	P05-Olda-scrrec2.mkv	P05-Olda	772.3	675.3	-	-	-	-	-	-
2467945.8	09:01:49:030	P05-Olda-scrrec2.mkv	P05-Olda	779.1	649.5	-	-	-	-	-	-
2467949.8	09:01:49:034	P05-Olda-scrrec2.mkv	P05-Olda	798.4	659.0	-	-	-	-	-	-
2467953.8	09:01:49:038	P05-Olda-scrrec2.mkv	P05-Olda	796.6	662.3	-	-	-	-	-	-
2467957.8	09:01:49:042	P05-Olda-scrrec2.mkv	P05-Olda	794.9	663.2	-	-	-	-	-	-
2467963.1	09:01:49:047	P05-Olda-scrrec2.mkv	P05-Olda	789.8	669.4	-	-	-	-	-	-
2467967.1	09:01:49:051	P05-Olda-scrrec2.mkv	P05-Olda	783.2	677.2	-	-	-	-	-	-
2467971.0	09:01:49:055	P05-Olda-scrrec2.mkv	P05-Olda	784.1	677.5	-	-	-	-	-	-
2467974.7	09:01:49:059	P05-Olda-scrrec2.mkv	P05-Olda	795.3	666.4	-	-	-	-	-	-
2467980.0	09:01:49:064	P05-Olda-scrrec2.mkv	P05-Olda	806.7	677.2	-	-	-	-	-	-
2467983.8	09:01:49:068	P05-Olda-scrrec2.mkv	P05-Olda	790.5	715.5	-	-	-	-	-	-
2467987.7	09:01:49:072	P05-Olda-scrrec2.mkv	P05-Olda	777.8	790.3	-	-	-	-	-	-
2467991.4	09:01:49:075	P05-Olda-scrrec2.mkv	P05-Olda	779.4	850.7	-	-	-	-	-	-
2467995.1	09:01:49:079	P05-Olda-scrrec2.mkv	P05-Olda	779.0	966.6	-	-	-	-	-	-
2467999.0	09:01:49:083	P05-Olda-scrrec2.mkv	P05-Olda	826.8	1051.0	-	-	-	-	-	-
2468003.0	09:01:49:087	P05-Olda-scrrec2.mkv	P05-Olda	846.0	1127.8	-	-	-	-	-	-
2468008.4	09:01:49:092	P05-Olda-scrrec2.mkv	P05-Olda	946.8	1265.6	-	-	-	-	-	-
2468012.5	09:01:49:096	P05-Olda-scrrec2.mkv	P05-Olda	949.2	1258.8	-	-	-	-	-	-
2468018.3	09:01:49:102	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468022.4	09:01:49:106	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468026.5	09:01:49:110	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468030.2	09:01:49:114	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468035.7	09:01:49:120	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468040.3	09:01:49:124	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468044.1	09:01:49:128	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468047.8	09:01:49:132	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468053.3	09:01:49:137	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468058.9	09:01:49:143	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468062.9	09:01:49:147	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468066.6	09:01:49:151	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468071.6	09:01:49:156	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468075.3	09:01:49:159	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468079.3	09:01:49:163	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468083.1	09:01:49:167	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468086.8	09:01:49:171	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468091.6	09:01:49:176	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468095.9	09:01:49:180	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468099.5	09:01:49:183	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468104.7	09:01:49:189	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468108.8	09:01:49:193	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468112.4	09:01:49:196	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468115.9	09:01:49:200	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468121.2	09:01:49:205	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468126.9	09:01:49:211	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468132.4	09:01:49:216	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468136.0	09:01:49:220	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468141.4	09:01:49:225	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468145.4	09:01:49:229	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468149.1	09:01:49:233	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468152.7	09:01:49:237	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468158.0	09:01:49:242	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468162.0	09:01:49:246	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468165.9	09:01:49:250	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468169.9	09:01:49:254	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468175.5	09:01:49:259	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468179.8	09:01:49:264	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468185.2	09:01:49:269	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468190.5	09:01:49:274	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468194.2	09:01:49:278	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468198.0	09:01:49:282	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468201.8	09:01:49:286	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468207.1	09:01:49:291	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468210.8	09:01:49:295	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468214.7	09:01:49:299	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468218.5	09:01:49:302	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468223.8	09:01:49:308	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468227.8	09:01:49:312	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468232.5	09:01:49:316	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468236.6	09:01:49:321	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468242.0	09:01:49:326	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468245.8	09:01:49:330	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468249.8	09:01:49:334	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468254.2	09:01:49:338	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468259.9	09:01:49:344	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468265.2	09:01:49:349	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468269.2	09:01:49:353	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468273.0	09:01:49:357	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468278.4	09:01:49:362	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468282.1	09:01:49:366	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468285.8	09:01:49:370	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468289.8	09:01:49:374	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468295.3	09:01:49:379	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468299.1	09:01:49:383	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468303.2	09:01:49:387	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468308.8	09:01:49:393	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468312.3	09:01:49:396	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468316.1	09:01:49:400	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468320.1	09:01:49:404	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468324.2	09:01:49:408	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468329.8	09:01:49:414	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468333.6	09:01:49:418	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468337.6	09:01:49:422	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468341.4	09:01:49:425	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468345.1	09:01:49:429	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468348.6	09:01:49:433	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468352.5	09:01:49:436	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468356.4	09:01:49:440	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468360.3	09:01:49:444	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468364.1	09:01:49:448	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468369.9	09:01:49:454	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468375.7	09:01:49:460	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468379.6	09:01:49:464	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468383.8	09:01:49:468	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468389.8	09:01:49:474	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468393.9	09:01:49:478	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
2468397.8	09:01:49:482	P05-Olda-scrrec2.mkv	P05-Olda	0.0	0.0	-	-	-	-	-	-
