Trial Start Raw Time [ms]	Trial Start Time of Day [h:m:s:ms]	Stimulus	Participant	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	Annotation Name	Annotation Description	Annotation Tags
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	1	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	1	16.3	49.6	33.3	-	-	986.4	493.7	1008.2	673.9	3.4	6426.1	11046.9	-10855.9	102.8	242.8	37.6	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	2	59.4	89.3	29.8	-	-	1005.2	677.6	1008.8	724.5	0.9	1433.1	1866.6	-1814.7	31.8	45.3	58.8	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	1	89.3	241.1	151.8	1017.6	715.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	3	241.1	277.0	35.9	-	-	1020.3	710.3	921.3	657.2	2.4	4334.6	6229.5	-5720.2	67.0	138.8	32.5	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	2	277.0	554.3	277.4	919.5	653.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	3	573.3	863.4	290.1	962.8	653.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	4	863.4	906.4	42.9	-	-	983.5	653.4	930.4	606.5	1.3	704.1	1567.7	-1166.1	30.3	41.1	69.7	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	4	906.4	1700.6	794.2	922.0	586.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	3	1664.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	5	1700.6	1736.8	36.2	-	-	935.6	572.3	776.8	575.3	3.2	6201.7	8403.9	-8557.1	89.0	185.0	48.1	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	5	1736.8	1847.9	111.1	775.1	573.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	6	1847.9	1910.0	62.0	-	-	760.0	576.8	0.0	0.0	38.5	39734.6	71523.3	-95859.9	619.9	2271.3	76.7	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	1	1910.0	3387.6	1477.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	4	2410.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	2	2545.6	3387.6	842.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	5	2674.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	3	3075.8	3387.6	311.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	6	3402.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	7	3602.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	7	3654.2	3679.4	25.2	-	-	824.8	583.4	743.7	576.9	1.7	4333.5	5685.0	-5974.0	69.3	139.7	53.0	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	6	3679.4	4116.4	437.0	752.8	591.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	8	4116.4	4178.9	62.6	-	-	765.0	620.6	0.0	0.0	41.6	43024.0	68055.1	-96255.1	664.8	2274.2	71.9	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	4	4178.9	5151.5	972.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	9	5151.5	5199.7	48.2	-	-	0.0	0.0	781.2	663.9	23.5	37977.9	74094.6	-69912.9	488.0	1777.5	24.9	-	-	-
1175797.1	08:40:16:867	P01-Honza-scrrec2.mkv	P01-Honza	7	5199.7	5429.3	229.5	771.5	669.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
