,ind,Zoom_level,Format_RT,Longitude,Latitude
0,0,7.0,1.5999999998603016,16.75632067499869,50.0780907240895
1,1,7.0,6.099999999860302,16.5772436534473,50.07879558665889
2,2,7.0,10.099999999860302,16.64316162485657,49.18221369869465
3,3,7.0,13.899999999906868,16.52011461078215,50.0907796763166
4,4,7.0,20.0,16.457493074385162,50.01600715090585
5,5,7.0,24.5999999998603,16.58603258219142,47.41523551680112
6,6,7.0,28.5999999998603,16.53549573899856,50.01388890220568
7,7,7.0,33.5,16.570652124527285,49.42648980853966
8,8,7.0,37.5999999998603,16.482761495981595,49.99270472784513
9,9,7.0,42.0999999998603,16.426730817952347,50.0174186903405
10,10,7.0,47.299999999813735,16.379489739219494,50.002592010032906
11,11,7.0,51.5,16.524509410430337,49.21667172598075
12,12,7.0,57.5,16.39816663189591,50.00329798196316
13,13,7.0,61.699999999953434,16.27072548872558,49.953136128062624
14,14,7.0,65.5999999998603,16.321262331918444,49.900798739461614
15,15,7.0,69.5,16.322360696554345,49.96020436649057
16,16,7.0,75.69999999995343,16.280612782105603,49.98564126176045
17,17,7.0,80.0,16.27072548872558,49.93899653837126
18,18,7.0,84.29999999981374,16.25314696068507,49.94041077042937
19,19,7.0,88.29999999981374,16.247653796400957,49.92555991086671
20,20,7.0,94.0999999998603,16.226780174452735,49.9099975755798
21,21,7.0,100.0999999998603,16.26193588942919,49.89372178380926
22,22,7.0,104.0999999998603,16.25314696068507,49.891598581110095
23,23,7.0,109.79999999981374,16.217990575156342,49.8420286459113
24,24,7.0,116.0999999998603,16.287204981577894,49.84557104261429
25,25,7.0,120.19999999995343,16.28171181729378,49.82076881446964
26,26,7.0,125.89999999990687,16.297092274957915,49.817224600641005
27,27,7.0,129.79999999981374,16.316867532270233,49.80942658947037
28,28,7.0,133.79999999981374,16.302585439242026,49.78602458366538
29,29,7.0,137.69999999995343,16.32785386083846,49.72924528915222
30,30,7.0,141.5,16.310276003350218,49.68093026104861
31,31,7.0,145.39999999990687,16.394870867435902,49.69230300450508
32,32,7.0,149.29999999981374,16.38718030332771,49.711488124021805
33,33,7.0,153.29999999981374,16.382785503679504,49.67737581444178
34,34,7.0,159.29999999981374,16.39816663189591,49.66173350983805
35,35,7.0,165.0999999998603,16.359714481907176,49.65888867724461
36,36,7.0,169.39999999990687,16.430027252964653,49.649642473854605
37,37,7.0,175.19999999995343,16.379489739219494,49.66813312407597
38,38,7.0,181.0,16.341037589230762,49.6439516628155
39,39,7.0,184.89999999990687,16.33664346013485,49.675243108548294
40,40,7.0,191.0,16.35751708208307,49.68306315138577
41,41,7.0,195.29999999981374,16.344333353690768,49.70011986994712
42,42,7.0,199.29999999981374,16.303684474430202,49.70864620149531
43,43,7.0,203.39999999990687,16.31576916763433,49.70864620149531
44,44,7.0,209.29999999981374,16.292698145862005,49.72143267644108
45,45,7.0,213.29999999981374,16.292698145862005,49.74486587626654
46,46,7.0,217.19999999995343,16.301487074606126,49.74557605921941
47,47,7.0,221.0,16.28171181729378,49.75338435293801
48,48,7.0,225.0,16.288303346213794,49.75267471753519
49,49,7.0,229.29999999981374,16.303684474430202,49.75338435293801
50,50,7.0,233.19999999995343,16.303684474430202,49.7519646385067
51,51,7.0,239.0,16.29489487513381,49.750545315771575
52,52,7.0,245.0999999998603,16.287204981577894,49.7540944111809
53,53,7.0,251.19999999995343,16.29379651049791,49.755513630057656
54,54,7.0,255.19999999995343,16.282810181929708,49.75338435293801
55,55,7.0,261.19999999995343,16.26303492461739,49.75480402581086
56,56,7.0,265.39999999990687,16.272922217997387,49.75267471753519
57,57,7.0,269.5,16.26633068907737,49.76332075719832
58,58,7.0,273.39999999990687,16.268528088901476,49.76686891769146
59,59,7.0,279.39999999990687,16.26303492461739,49.77467378346541
60,60,7.0,283.69999999995343,16.259739160157384,49.77325469233696
61,61,7.0,290.0,16.249851196225062,49.768288195795
62,62,7.0,294.29999999981374,16.260837524793285,49.7725453477194
63,63,7.0,298.39999999990687,16.29928967478202,49.7725453477194
64,64,7.0,303.69999999995343,16.302585439242026,49.76544959803273
65,65,7.0,307.79999999981374,16.312473403174323,49.7725453477194
66,66,7.0,313.5999999998603,16.316867532270233,49.79098926265242
67,67,7.0,317.5999999998603,16.328952896026635,49.80800851624073
68,68,7.0,321.5999999998603,16.328952896026635,49.79808127318029
69,69,7.0,325.5,16.33224866048664,49.80446336779254
70,70,7.0,329.69999999995343,16.341037589230762,49.80871734168108
71,71,7.0,333.5,16.34872815333898,49.83210881371298
72,72,7.0,337.69999999995343,16.355319682258994,49.824312768692494
73,73,7.0,341.69999999995343,16.334446060310746,49.822186513834126
74,74,7.0,345.5999999998603,16.28500758175379,49.80588154487933
75,75,7.0,349.29999999981374,16.29379651049791,49.802336240659606
76,76,7.0,353.39999999990687,16.312473403174323,49.792407834421276
77,77,7.0,357.5,16.31576916763433,49.76332075719832
78,78,7.0,361.5,16.292698145862005,49.74344634580822
79,79,7.0,365.39999999990687,16.28171181729378,49.73492612382751
80,80,7.0,369.39999999990687,16.277317017645597,49.71290858934081
81,81,7.0,373.39999999990687,16.286105946389718,49.72427385080483
82,82,7.0,377.5,16.264133289253294,49.71361924000649
83,83,7.0,381.29999999981374,16.25754176033328,49.705093781340075
84,84,7.0,385.29999999981374,16.27402125318559,49.70011986994712
85,85,7.0,389.5999999998603,16.287204981577894,49.71432944669537
86,86,7.0,395.79999999981374,16.268528088901476,49.72285328440588
87,87,7.0,399.79999999981374,16.241062267480967,49.71077744217344
88,88,7.0,404.0,16.21249741087223,49.71432944669537
89,89,7.0,409.79999999981374,16.20810328177632,49.6908815028483
90,90,7.0,415.69999999995343,16.22787853908864,49.6667109156604
91,91,7.0,421.29999999981374,16.23666746783276,49.69514544934958
92,92,7.0,425.19999999995343,16.26633068907737,49.69514544934958
93,93,7.0,431.19999999995343,16.2905007460379,49.69443496216251
94,94,7.0,435.0999999998603,16.264133289253294,49.62900962999307
95,95,7.0,438.79999999981374,16.215793845884537,49.61263965836626
96,96,7.0,442.89999999990687,16.231174303548645,49.48719119250599
97,97,7.0,448.69999999995343,15.980686146303901,49.4129108076291
98,98,7.0,452.89999999990687,15.102878225482913,47.17306857781102
99,99,7.0,456.5999999998603,6.461032441948952,53.571445025600454
100,100,7.0,460.79999999981374,6.461032441948952,53.571445025600454
101,101,7.0,465.89999999990687,6.461032441948952,53.571445025600454
102,102,7.0,470.79999999981374,6.461032441948952,53.571445025600454
103,103,7.0,474.0,6.461032441948952,53.571445025600454
104,104,7.0,479.0999999998603,6.461032441948952,53.571445025600454
105,105,7.0,487.79999999981374,6.461032441948952,53.571445025600454
106,106,7.0,494.29999999981374,6.461032441948952,53.571445025600454
107,107,7.0,500.19999999995343,6.461032441948952,53.571445025600454
108,108,7.0,508.69999999995343,6.461032441948952,53.571445025600454
109,109,7.0,514.5,6.461032441948952,53.571445025600454
110,110,7.0,520.0999999998603,6.461032441948952,53.571445025600454
111,111,7.0,529.0,6.461032441948952,53.571445025600454
112,112,7.0,536.0,6.461032441948952,53.571445025600454
113,113,7.0,543.0999999998603,6.461032441948952,53.571445025600454
114,114,7.0,549.5999999998603,6.461032441948952,53.571445025600454
115,115,7.0,555.0,6.461032441948952,53.571445025600454
116,116,7.0,563.6999999999534,6.461032441948952,53.571445025600454
117,117,7.0,567.8999999999069,19.850070531586034,48.60074131755926
118,118,7.0,571.2999999998137,6.461032441948952,53.571445025600454
119,119,7.0,574.7999999998137,19.863254930530612,45.4914932931976
120,120,7.0,580.2999999998137,19.681980509155142,47.86972001587762
121,121,7.0,584.0999999998603,19.597384974517187,48.84498826001517
122,122,7.0,587.7999999998137,17.809909852911037,49.14988741019159
123,123,7.0,591.5,18.446018545231397,49.13910729065115
124,124,7.0,595.6999999999534,16.038913553604953,49.24608595196633
125,125,7.0,599.7999999998137,16.723361689294045,49.271898232679774
126,126,7.0,605.6999999999534,17.113376353465544,49.27978294177096
127,127,7.0,609.5,17.0573463459886,49.27333194967371
128,128,7.0,615.5999999998603,17.141941210074254,49.32921091746371
129,129,7.0,621.2999999998137,17.014499396351656,49.317037461353884
130,130,7.0,625.0999999998603,17.017795831363934,49.2862326527633
131,131,7.0,630.5,17.06503691009679,49.291248802995796
132,132,7.0,634.5,17.077121603300917,49.282649438329855
133,133,7.0,638.5,17.02768312474396,49.2625787129066
134,134,7.0,643.6999999999534,17.02878215993216,49.27834941227991
