,ind,Zoom_level,Format_RT,Longitude,Latitude
0,0,7.0,0.19999999995343387,10.47763506069279,51.5365726711274
1,1,7.0,6.100000000093132,10.509495681761509,51.54067272459281
2,2,7.0,10.100000000093132,10.47763506069279,51.4770811128052
3,3,7.0,16.199999999953434,10.458958838568648,51.462024849075604
4,4,7.0,22.100000000093132,10.464452002852761,51.42504774477323
5,5,7.0,26.399999999906868,10.447972510000449,51.383241412617
6,6,7.0,32.10000000009313,10.419407653391739,51.35923681970221
7,7,7.0,36.10000000009313,10.388646067511196,51.39626695630794
8,8,7.0,40.199999999953434,10.38095550340298,51.4277879866799
9,9,7.0,44.0,10.341404988778343,51.357864664796246
10,10,7.0,50.0,10.354588717170646,51.35443430708178
11,11,7.0,54.199999999953434,10.346898153062455,51.35237605290992
12,12,7.0,58.39999999990687,10.356785446442478,51.315309987765644
13,13,7.0,62.39999999990687,10.329319625021943,51.32629543250012
14,14,7.0,66.39999999990687,10.344700753238351,51.30363480779212
15,15,7.0,70.60000000009313,10.299657074329602,51.35306200831708
16,16,7.0,74.39999999990687,10.343602388602447,51.31942973309279
17,17,7.0,78.30000000004657,10.297459674505497,51.30775602066961
18,18,7.0,82.30000000004657,10.338109224318336,51.31736990667621
19,19,7.0,86.5,10.329319625021943,51.29813970086452
20,20,7.0,90.5,10.33591182449423,51.29539169105223
21,21,7.0,94.60000000009313,10.367771775010677,51.283024450040585
22,22,7.0,98.69999999995343,10.387547702875294,51.26859186220511
23,23,7.0,104.69999999995343,10.384251267862988,51.269279071280494
24,24,7.0,108.89999999990687,10.374363974482964,51.25827997499062
25,25,7.0,113.0,10.406223924999411,51.24521476195406
26,26,7.0,116.89999999990687,10.384251267862988,51.25346688526572
27,27,7.0,121.10000000009313,10.38205453859118,51.230082092942006
28,28,7.0,125.19999999995343,10.383152903227085,51.22939429785535
29,29,7.0,129.5,10.417210253567635,51.22733043099414
30,30,7.0,133.60000000009313,10.436986181432225,51.20462094606568
31,31,7.0,139.39999999990687,10.466648732124566,51.19842531504891
32,32,7.0,145.39999999990687,10.423802453039922,51.21081532372356
33,33,7.0,149.5,10.41061872464762,51.19222885070558
34,34,7.0,155.30000000004657,10.441380310528162,51.196360059596195
35,35,7.0,159.39999999990687,10.418309288755811,51.22044992631293
36,36,7.0,163.39999999990687,10.436986181432225,51.21632087778187
37,37,7.0,167.10000000009313,10.422703417851746,51.203244164504575
38,38,7.0,173.10000000009313,10.455662403556369,51.219073617950926
39,39,7.0,177.39999999990687,10.464452002852761,51.212879931133266
40,40,7.0,181.5,10.482029860340974,51.219073617950926
41,41,7.0,187.5,10.452366639096361,51.203244164504575
42,42,7.0,193.5,10.452366639096361,51.217009288262624
43,43,7.0,198.19999999995343,10.491917824273296,51.2142564246593
44,44,7.0,203.60000000009313,10.50180511765332,51.214944866008274
45,45,7.0,207.69999999995343,10.498509353193311,51.21976156728024
46,46,7.0,211.60000000009313,10.525975174613821,51.21219187896868
47,47,7.0,215.69999999995343,10.48972042444919,51.22113785507461
48,48,7.0,219.80000000004657,10.502904152841495,51.2142564246593
49,49,7.0,223.69999999995343,10.521580374965637,51.20255554821793
50,50,7.0,229.80000000004657,10.517186245869727,51.20117912508045
51,51,7.0,234.0,10.502904152841495,51.20186734179027
52,52,7.0,238.0,10.524876809977917,51.21563287703559
53,53,7.0,243.80000000004657,10.517186245869727,51.20530911135282
54,54,7.0,247.80000000004657,10.491917824273296,51.19842531504891
55,55,7.0,251.60000000009313,10.50070675301739,51.20875062374338
56,56,7.0,255.69999999995343,10.511693081585614,51.17294623930083
57,57,7.0,261.60000000009313,10.536961503182045,51.18121132342226
58,58,7.0,267.89999999990687,10.53036997426203,51.19360596149188
59,59,7.0,271.89999999990687,10.529270939073829,51.177079176759044
60,60,7.0,277.89999999990687,10.536961503182045,51.18947492592911
61,61,7.0,282.19999999995343,10.549046196386172,51.191540490002595
62,62,7.0,286.10000000009313,10.50180511765332,51.197737046915066
63,63,7.0,290.5,10.51389048140972,51.17914529638714
64,64,7.0,296.39999999990687,10.512791446221517,51.20186734179027
65,65,7.0,300.19999999995343,10.520482010329735,51.18534309971953
66,66,7.0,304.10000000009313,10.516087210681524,51.172257590585815
67,67,7.0,308.19999999995343,10.51389048140972,51.18740926927001
68,68,7.0,312.10000000009313,10.491917824273296,51.18947492592911
69,69,7.0,316.39999999990687,10.516087210681524,51.168813351832846
70,70,7.0,320.10000000009313,10.541356302830229,51.16950205198328
71,71,7.0,323.89999999990687,10.539158903006149,51.1763901693826
72,72,7.0,329.10000000009313,10.54684946711434,51.160546045151655
73,73,7.0,335.0,10.557835795682564,51.15916794654822
74,74,7.0,338.89999999990687,10.553440996034356,51.15089891102217
75,75,7.0,342.80000000004657,10.575413653170779,51.14538553759043
76,76,7.0,347.10000000009313,10.574315288534875,51.153655561052595
77,77,7.0,353.10000000009313,10.55563839585846,51.15985721126414
78,78,7.0,357.10000000009313,10.53476410335794,51.14538553759043
79,79,7.0,361.30000000004657,10.532566703533837,51.14607500820222
80,80,7.0,365.5,10.48972042444919,51.14193929214329
81,81,7.0,369.5,10.48422726016508,51.14676404785895
82,82,7.0,373.39999999990687,10.479832460516896,51.13987150551682
83,83,7.0,377.60000000009313,10.465550367488664,51.130909745966434
84,84,7.0,381.60000000009313,10.436986181432225,51.13022004884297
85,85,7.0,387.89999999990687,10.441380310528162,51.13573565440043
86,86,7.0,393.60000000009313,10.455662403556369,51.13435681477376
87,87,7.0,397.80000000004657,10.457859803380472,51.136424848398214
88,88,7.0,403.89999999990687,10.425999852864027,51.12125641599671
89,89,7.0,407.80000000004657,10.440281945892233,51.12263564678296
90,90,7.0,411.80000000004657,10.439182910704057,51.10884232781962
91,91,7.0,415.80000000004657,10.446873474812248,51.111601489411335
92,92,7.0,421.80000000004657,10.452366639096361,51.11504999928043
93,93,7.0,425.80000000004657,10.423802453039922,51.11504999928043
94,94,7.0,429.69999999995343,10.41611188893173,51.124014836390714
95,95,7.0,435.5,10.42709821749993,51.136424848398214
96,96,7.0,441.5,10.444676074988145,51.13435681477376
97,97,7.0,447.60000000009313,10.439182910704057,51.12746241984102
98,98,7.0,451.5,10.430393981959938,51.1378036262697
99,99,7.0,457.39999999990687,10.436986181432225,51.147453077229216
100,100,7.0,461.60000000009313,10.424900817675825,51.155722730219914
101,101,7.0,465.30000000004657,10.431493017148139,51.16674676919919
