,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,7.0,100.8,14.950169691509194,49.05998061146062,325.7
1,1,7.0,75.9,13.913060006449161,49.700119079269726,480.6
2,2,7.0,68.7,13.92075057055735,50.02024172103486,597.8
3,3,6.0,405.2,18.429538874587685,47.52811338087477,734.3
4,4,6.0,186.4,28.728123647311275,37.44931862051081,1446.2
5,5,6.0,122.5,28.583104646652707,38.480008078574464,1674.6
6,6,6.0,149.0,28.525973592330715,38.237070147483216,1832.6
7,7,4.0,135.1,40.49677979702137,17.01505040637197,2218.3
8,8,4.0,94.5,80.26728808996222,-29.687797464260683,2539.1
9,9,4.0,185.4,78.31610969894605,-25.053491121264468,2690.6
10,10,4.0,167.7,73.32392843485279,-19.57607673803378,2911.5
11,11,3.0,240.1,132.7769526151117,-69.72010544138737,3251.3
12,12,3.0,217.8,167.26524813104385,-52.82749497832431,3723.2
13,13,4.0,155.2,163.52094887930306,-42.5508506937257,4035.3
14,14,5.0,843.7,148.23677341351956,-44.63211068356765,4233.9
15,15,7.0,588.2,148.04780593194928,-42.98636337656497,5127.8
16,16,8.0,356.6,147.9903720397571,-42.96398447118107,5775.9
