,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,8.0,72.6,15.547825868204713,47.57482904937035,150.1
1,1,8.0,104.4,16.92825798574521,47.14991169445788,280.2
2,2,8.0,152.8,17.790684778349764,46.15640448896156,444.4
3,3,8.0,114.5,18.10818994219198,46.047090283370764,710.6
4,4,8.0,75.9,18.079075903265316,46.05967069466536,850.3
5,5,8.0,99.6,17.939549396338588,46.29663215200864,988.5
6,6,8.0,74.7,18.96347535300632,46.31598545799812,1179.2
7,7,8.0,198.3,18.869542377858565,46.27347563000038,1378.8
8,8,8.0,105.0,18.88272610425643,47.047827862002386,1804.6
9,9,8.0,271.6,19.107945839904747,47.421555825006564,1964.2
10,10,9.0,224.2,19.099740979997367,47.495835137275705,2265.5
11,11,10.0,241.7,19.130502700718313,47.5279308366055,2532.4
12,12,10.0,524.7,19.154397998881784,47.45434527807908,2834.1
13,13,12.0,100.8,19.126291291791308,47.46345992335033,3448.1
14,14,12.0,466.0,19.117742546492252,47.46814827610429,3597.5
15,15,13.0,651.8,19.08073235291188,47.464971424106416,4105.6
16,16,14.0,277.3,19.063617709569524,47.47724010434662,4799.4
17,17,14.0,301.7,19.07013226118318,47.47776800499991,5298.7
18,18,14.0,183.6,19.06715392988648,47.47260477900938,5636.2
19,19,14.0,306.1,19.06360912859581,47.48874832484558,5871.7
20,20,14.0,281.9,19.06177234969285,47.48657332477871,6210.9
21,21,14.0,179.1,19.054991724967287,47.49345912441924,6523.1
22,22,14.0,270.5,19.070784572284104,47.487827645472585,6750.5
23,23,14.0,107.4,19.073033332221957,47.49107553483327,7062.2
24,24,14.0,157.4,19.055274959964276,47.49726916634124,7224.4
25,25,14.0,72.7,19.05144691319926,47.50343307606119,7464.5
26,26,14.0,114.6,19.045979502313692,47.50184432959542,7579.4
27,27,14.0,75.8,19.04725838171906,47.49932774936673,7719.8
28,28,14.0,309.0,19.046271328761748,47.5034040847616,7837.6
29,29,14.0,150.6,19.035765649972923,47.50068463002743,8232.7
30,30,14.0,260.3,19.033259392720566,47.49664867548317,8455.3
31,31,14.0,133.1,19.04191970639401,47.500145359940966,8760.1
32,32,15.0,237.6,19.044967175622602,47.49894161563331,8955.8
33,33,15.0,354.3,19.040315151071777,47.49723965416559,9229.9
34,34,15.0,156.9,19.064583779231434,47.49018872683201,9855.4
35,35,15.0,148.6,19.06684541586857,47.48798478659887,10044.0
36,36,15.0,108.4,19.055751798935415,47.49191411549679,10273.1
37,37,15.0,141.8,19.050816534148925,47.49579675833728,10475.7
38,38,15.0,291.1,19.049503325610004,47.499476160165315,10655.8
39,39,15.0,121.2,19.046773910654075,47.49766983407496,10974.6
40,40,15.0,132.4,19.04880809910077,47.49871942390633,11175.2
41,41,15.0,651.6,19.05248165166802,47.496193995656135,11353.5
42,42,15.0,297.1,19.044701099967607,47.49861214603255,12049.5
43,43,15.0,98.3,19.05058908595851,47.496249085614934,12388.7
44,44,15.0,188.2,19.04928016790643,47.49651294286892,12531.3
45,45,15.0,122.2,19.05088949338028,47.496454952610705,12751.3
46,46,15.0,135.7,19.053597450663236,47.49702905299171,12903.1
47,47,15.0,466.1,19.044057369778052,47.49826131872615,13098.7
48,48,15.0,167.0,19.0471086524481,47.49866723522395,13589.3
49,49,15.0,163.1,19.040632725693566,47.5016042371688,13798.2
50,50,15.0,467.9,19.04007053308975,47.49773942147493,14007.9
51,51,15.0,180.6,19.038529873741037,47.49706094658506,14513.3
52,52,15.0,115.4,19.06276845800144,47.4888576750507,14783.7
53,53,15.0,204.4,19.061382295469844,47.48924916468279,14990.3
54,54,15.0,143.3,19.04759359271434,47.504300451976235,15277.0
55,55,15.0,515.2,19.041302204042932,47.509405485991714,15467.2
56,56,15.0,217.5,19.038298129825076,47.50543398068595,16054.1
57,57,16.0,211.0,19.051110505681145,47.496254964099066,16328.9
58,58,16.0,280.9,19.05174183856642,47.49141966590959,16586.5
59,59,16.0,164.9,19.050005912298072,47.49227219782238,16905.2
60,60,16.0,95.5,19.050611020247853,47.49197932253566,17094.4
61,61,16.0,305.0,19.04818844844401,47.49256362108022,17237.3
62,62,16.0,129.3,19.0529391777667,47.48894753457917,17590.0
63,63,16.0,249.6,19.052209616885214,47.489769658206555,17924.7
64,64,16.0,139.1,19.05210661900715,47.486521688089525,18335.6
65,65,16.0,181.4,19.053921937617794,47.48573866524776,18514.8
66,66,16.0,124.2,19.052874804747738,47.48564151053766,18739.1
67,67,16.0,160.7,19.05207872298454,47.485493605346946,18916.2
68,68,16.0,210.9,19.048819303243953,47.48497158119903,19138.8
69,69,16.0,113.5,19.0491175654223,47.48399277193897,19383.5
70,70,16.0,205.9,19.04737949391053,47.486772542761564,19534.0
71,71,16.0,469.9,19.044132948249874,47.48977835750283,19786.5
72,72,16.0,719.1,19.048694849002572,47.492791249520586,20314.5
