,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,8.0,170.6,18.212559050968572,48.16220930239926,164.7
1,1,8.0,214.7,17.739597069665265,48.37793418205499,383.5
2,2,8.0,247.5,17.941745783541258,48.75597906388136,652.7
3,3,8.0,193.9,18.335605394490717,47.646672634328205,955.0
4,4,8.0,135.2,18.819003851491996,47.708808159640746,1207.9
5,5,8.0,193.2,19.604526344119108,46.68352152841323,1392.5
6,6,8.0,91.7,19.073337626066998,46.98940377290663,1871.6
7,7,8.0,551.5,20.66173724774545,46.39114311884123,2052.1
8,8,8.0,2550.5,19.053888330008668,47.459908235934634,2785.9
9,9,13.0,107.2,19.077096931343537,47.49410055521694,5361.3
10,10,13.0,410.3,19.04921912888811,47.49331184740054,5504.4
11,11,13.0,356.8,19.063398365482893,47.49203596915076,5968.8
12,12,13.0,187.4,19.047794341241143,47.480540044635774,6387.0
13,13,13.0,730.6,19.027692797379938,47.49601426620821,6638.1
14,14,13.0,155.6,19.062540058307228,47.462380445675194,7425.9
15,15,13.0,225.7,19.05493545061952,47.4574362379425,7646.0
16,16,13.0,313.3,19.044652940011648,47.44668736235564,7942.7
17,17,13.0,214.5,19.084220878518213,47.48000637240496,8315.9
18,18,13.0,304.4,19.09172249356654,47.47301008854033,8582.0
19,19,13.0,93.5,19.071517946588596,47.47444886580655,9026.5
20,20,13.0,234.8,19.084323892112337,47.487709333120655,9178.3
21,21,14.0,62.7,19.082778929024247,47.48693777358079,9450.4
22,22,14.0,227.2,19.07115745647891,47.491490639063954,9556.3
23,23,14.0,529.4,19.067226411835836,47.501488158147204,9839.0
24,24,14.0,298.0,19.07257366289592,47.50418437891633,10437.7
25,25,14.0,798.5,19.0670032488901,47.49574060927016,10778.2
26,26,14.0,238.2,19.054291725509387,47.49913297781327,11607.4
27,27,14.0,277.0,19.050086021604383,47.49785144353926,11877.9
28,28,14.0,195.2,19.057098390183537,47.46396348709808,12226.7
29,29,14.0,84.1,19.036473270719615,47.46260565589665,12484.1
30,30,14.0,136.9,19.023701664806808,47.46966134833181,12660.9
31,31,14.0,330.9,19.025804516759308,47.466481763731615,12829.3
32,32,14.0,165.9,19.026602741146604,47.47214453959874,13205.8
33,33,14.0,289.4,19.04604339287083,47.47673929639727,13492.1
34,34,14.0,108.0,19.049047467088688,47.47507432316681,13829.7
35,35,14.0,488.1,19.08243560625303,47.47848542899621,14024.4
36,36,14.0,888.9,19.089362149378953,47.48291721764633,14566.8
37,37,14.0,402.1,19.06672858984979,47.49380290016137,15538.1
38,38,14.0,380.3,19.066917418419788,47.49845954846519,15982.4
39,39,14.0,220.0,19.069947240797507,47.50007159153164,16411.4
40,40,14.0,185.8,19.05839443175798,47.50110373674532,16705.3
41,41,14.0,154.9,19.057141305751127,47.49639513024042,16936.1
42,42,14.0,224.6,19.049880026069857,47.50475087777877,17191.9
43,43,14.0,257.4,19.0574932094926,47.5032839336916,17454.4
44,44,14.0,260.3,19.048549650344807,47.4991495999154,17761.2
45,45,14.0,388.0,19.0507726673615,47.501950313550225,18057.1
46,46,14.0,153.7,19.063758850004163,47.490010005249786,18513.0
47,47,14.0,139.5,19.055862426345758,47.487150655927856,18695.3
48,48,14.0,221.9,19.05301284632564,47.49169770128006,18886.9
49,49,15.0,221.1,19.044022081857488,47.49788094959799,19150.4
50,50,15.0,416.1,19.047545433333195,47.494001359805736,19432.9
51,51,15.0,652.1,19.043215273877134,47.49850142412432,19894.7
52,52,15.0,182.9,19.038687704877336,47.49795923288965,20592.5
53,53,15.0,490.5,19.04193973387421,47.496498718096824,20803.8
54,54,15.0,321.0,19.047570227789286,47.48941473260629,21337.8
55,55,15.0,278.6,19.051964760264312,47.484333856018615,21706.9
56,56,15.0,1284.8,19.044866560993196,47.491488122503746,22040.9
57,57,15.0,176.3,19.04799604426505,47.48576541741116,23380.0
58,58,15.0,602.4,19.05811119183393,47.48428924442012,23618.0
59,59,15.0,554.1,19.06018829300727,47.48114244810559,24263.2
60,60,15.0,599.1,19.06420088047476,47.47755168012021,24886.7
61,61,15.0,968.0,19.059926510444573,47.472101247902344,25535.1
62,62,15.0,75.0,19.057308674340444,47.47680623102266,26606.3
63,63,15.0,528.3,19.056793690188815,47.48123525989655,26751.1
64,64,15.0,212.5,19.0558314346151,47.493666285252615,27326.1
65,65,15.0,250.8,19.05355262817251,47.49361119258411,27589.3
66,66,15.0,543.1,19.05937195065758,47.490995623365755,27883.1
67,67,15.0,550.6,19.054084776890914,47.48547988343388,28470.1
68,68,15.0,101.9,19.050213814779934,47.49238461755177,29108.0
69,69,15.0,144.7,19.04643726433462,47.50191229565538,29303.0
70,70,15.0,196.8,19.048368454903255,47.502666085661346,29506.0
71,71,15.0,777.9,19.04764747499548,47.50208044939454,29761.3
72,72,15.0,211.8,19.044591427152817,47.50988409765814,30630.4
73,73,15.0,147.1,19.046702862698407,47.50975944974569,30903.7
74,74,15.0,211.0,19.03888368613887,47.504784908657406,31093.8
75,75,15.0,205.6,19.03906822160267,47.50649532294683,31355.9
76,76,15.0,850.5,19.040162562924888,47.50569520370104,31601.4
77,77,15.0,207.6,19.041759014318828,47.50990728748218,32495.7
78,78,15.0,411.8,19.0410594947034,47.51151897991879,32754.4
79,79,15.0,282.2,19.04018831108475,47.5119798682478,33234.9
80,80,15.0,307.8,19.052037239678558,47.51246394210818,33581.0
81,81,15.0,344.8,19.051796912169507,47.50595611343317,33943.2
82,82,15.0,356.4,19.054015638699358,47.49583766301492,34340.6
83,83,15.0,235.0,19.05083131688519,47.493085920357984,34740.3
84,84,15.0,394.6,19.050286294086856,47.49020063905743,35004.4
85,85,15.0,684.7,19.052762507453828,47.491969523781705,35444.7
86,86,15.0,443.7,19.04857826122179,47.500065036108936,36197.7
87,87,15.0,593.2,19.050209044368632,47.501363912878496,36673.9
88,88,15.0,172.5,19.048234938436728,47.50361962489684,37344.3
89,89,15.0,164.7,19.050848484054015,47.48697314570415,37585.2
90,90,15.0,311.6,19.04599904995946,47.48713844619732,37780.0
91,91,15.0,152.5,19.04413652289663,47.49174349167171,38152.9
92,92,15.0,132.3,19.044711589580377,47.490589367256064,38325.1
93,93,15.0,1029.5,19.044878960477376,47.4913694186992,38486.5
