,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,8.0,118.9,16.112522119704007,48.57239957716554,41.8
1,1,8.0,98.8,16.0010109517919,48.64685560538396,206.1
2,2,8.0,70.1,17.438022929679594,48.20872276898727,526.5
3,3,8.0,65.5,18.15543005107333,48.26689569103032,744.6
4,4,8.0,167.4,18.12961177660665,48.40492783201355,827.6
5,5,8.0,102.0,18.099399373044086,47.467250204075015,1079.1
6,6,8.0,159.1,17.839573104737244,47.548511774152054,1213.4
7,7,8.0,515.8,18.38504391581756,47.450537057253406,1436.7
8,8,8.0,427.4,17.144687822797906,48.41951255010731,2091.1
9,9,9.0,340.7,18.76256379459361,47.88243360046674,2570.5
10,10,9.0,142.0,19.515127301516074,47.51327829292887,2980.3
11,11,9.0,838.2,19.69338054959054,47.511608749115425,3150.8
12,12,10.0,55.5,19.266836189650427,47.45601443100181,4012.8
13,13,10.0,56.3,19.267522835185922,47.46344237839102,4107.4
14,14,10.0,502.8,19.166723237044984,47.46697027444569,4188.9
15,15,12.0,602.8,19.131784443061967,47.47011548528679,4727.1
16,16,13.0,284.5,19.084217077323167,47.500033180644664,5369.8
17,17,13.0,222.1,19.08200264128019,47.511385680893426,5676.4
18,18,13.0,298.8,19.07371138805696,47.51983758290696,5943.9
19,19,13.0,142.5,19.08316994687163,47.49738704133207,6443.8
20,20,13.0,220.8,19.078088753145025,47.47973214171214,6721.3
21,21,13.0,196.2,19.080354695985065,47.478003456580474,6976.6
22,22,13.0,209.2,19.068355561061036,47.49491664212345,7221.5
23,23,13.0,159.4,19.068252568421652,47.4861243220238,7465.2
24,24,13.0,72.2,19.062519074009163,47.48071828131677,7682.0
25,25,13.0,210.9,19.078397752017914,47.52249038763162,7882.7
26,26,13.0,295.2,19.070896157924327,47.464798571705714,8185.1
27,27,14.0,152.4,19.074474335409352,47.47633595705779,8589.9
28,28,14.0,196.3,19.073607447516228,47.4855127347585,8769.4
29,29,14.0,367.3,19.06983089707092,47.485907148711334,8987.2
30,30,13.0,184.6,19.066320419962487,47.4822906694278,9382.0
31,31,13.0,213.5,19.082061760482244,47.47122196904317,9775.1
32,32,13.0,198.8,19.096549985472503,47.465303784360664,10044.2
33,33,13.0,93.3,19.04529190060359,47.50395743602112,10295.3
34,34,13.0,91.3,19.051094053283208,47.50095388299961,10460.6
35,35,13.0,388.0,19.066114434849926,47.500942285226195,10584.7
36,36,13.0,446.7,19.064123146033136,47.51416127683946,11038.1
37,37,13.0,56.6,19.043334956636436,47.46430597496344,11605.5
38,38,13.0,165.0,19.04312897135767,47.46699830392148,11745.1
39,39,14.0,58.3,19.064131737110248,47.46995927218008,12034.5
40,40,14.0,241.3,19.06787395318333,47.47410750599127,12243.1
41,41,14.0,678.9,19.062947269481384,47.495789639304306,12570.8
42,42,14.0,53.8,19.067032818799586,47.49788307569926,13293.4
43,43,14.0,308.4,19.057823181363553,47.503264151791235,13378.3
44,44,14.0,155.7,19.062655453510686,47.50171019127028,13721.4
45,45,14.0,288.2,19.0572309474937,47.505032596480945,13913.3
46,46,14.0,310.4,19.081675532748932,47.49870070877068,14362.2
47,47,14.0,292.7,19.037884712756927,47.49935088664343,14790.1
48,48,14.0,179.5,19.079409600469347,47.505555138860274,15310.9
49,49,14.0,145.8,19.082825666199476,47.503960658064074,15534.4
50,50,14.0,478.9,19.043180467497304,47.50113106089242,15748.4
51,51,15.0,249.2,19.042822837097617,47.4919646191781,16260.9
52,52,15.0,566.7,19.043994425518704,47.488374590908315,16553.1
53,53,15.0,447.5,19.046110154042402,47.498531632558574,17150.4
54,54,15.0,280.6,19.048144339869747,47.49462599625694,17648.2
55,55,15.0,74.8,19.057156565142698,47.48453436477648,18096.4
56,56,15.0,257.9,19.05701065191867,47.49137252652388,18282.3
57,57,15.0,97.4,19.058495521841483,47.490827362559685,18621.8
58,58,15.0,377.4,19.058753013917283,47.494173653227904,18760.4
59,59,15.0,247.3,19.058984757833272,47.50056697126135,19173.9
60,60,15.0,111.9,19.053810121912736,47.50005102174481,19482.6
61,61,15.0,209.5,19.055608270717922,47.49582075045059,19657.1
62,62,15.0,58.7,19.053664208688705,47.49379682622708,19918.4
63,63,15.0,166.1,19.043613434138766,47.49985966725243,20066.6
64,64,15.0,88.5,19.048359870355263,47.497403879921755,20310.4
65,65,15.0,51.3,19.038884162489044,47.50704370639174,20466.8
66,66,15.0,115.6,19.041836737767895,47.50630157583663,20551.8
67,67,15.0,98.4,19.048415659781163,47.49673699940101,20778.5
68,68,15.0,104.3,19.05039405628301,47.498958018435815,20980.1
69,69,15.0,118.8,19.052896023048525,47.49947990357431,21133.9
70,70,15.0,411.1,19.04145049975457,47.50284014046473,21445.9
71,71,15.0,226.8,19.039214611277274,47.51121225200253,22089.6
72,72,15.0,65.4,19.042446136304925,47.50897150979518,22355.7
73,73,15.0,149.4,19.041214465351743,47.508171428295135,22449.8
74,74,15.0,286.1,19.04286146199824,47.51669664201838,22618.4
75,75,15.0,490.8,19.041629791045057,47.5218207566054,22966.6
76,76,14.0,197.8,19.040684697536168,47.52880736337518,23478.7
77,77,14.0,108.2,19.040830610760196,47.539029549495574,23709.7
78,78,14.0,283.6,19.070905682093283,47.510702208112875,23877.2
79,79,14.0,143.7,19.0490188608875,47.50164580260693,24352.2
80,80,14.0,282.8,19.054709434715317,47.50964126376277,24528.8
81,81,14.0,52.4,19.055902483428756,47.50228362886191,24844.2
82,82,14.0,207.5,19.05598831412069,47.5023879989853,24952.2
83,83,14.0,51.9,19.040830610781036,47.47625402643295,25396.1
84,84,14.0,370.6,19.041500089130402,47.487565265051664,25532.1
85,85,14.0,354.9,19.042057988441005,47.483640024336424,25947.6
86,86,14.0,145.3,19.032324791118313,47.48737537720895,26343.1
87,87,14.0,353.0,19.055456162595917,47.46841745247403,26571.1
88,88,14.0,199.8,19.05118179518508,47.473929182001584,26946.6
89,89,15.0,62.8,19.055287838033234,47.477490552464126,27255.7
90,90,15.0,78.6,19.060472013921842,47.47944839504469,27535.7
91,91,16.0,103.7,19.056174040996023,47.48359774900205,27710.8
92,92,16.0,56.7,19.05703926043525,47.48934533034028,28286.8
93,93,16.0,515.6,19.0580177297995,47.48773150698979,28599.6
94,94,16.0,168.2,19.05840826101942,47.48754880726625,29149.6
95,95,16.0,73.2,19.057290316780787,47.4875125571753,29406.1
96,96,16.0,73.7,19.05557799342885,47.49028634167023,29676.3
97,97,16.0,175.8,19.055238962457636,47.49132737960816,29840.3
98,98,16.0,183.3,19.056391239758852,47.491246185122826,30098.7
99,99,16.0,131.4,19.057494164674136,47.4893844792483,30339.2
