,ind,Zoom_level,Duration,Longitude,Latitude,Sync_time
0,0,8.0,211.1,17.96866246164642,47.195467547210185,751.8
1,1,8.0,133.9,18.53665578273341,46.59111418391807,1009.6
2,2,8.0,211.4,18.27408226173224,46.48001829191012,1176.3
3,3,8.0,274.1,17.457249000906657,46.57185884890182,1431.3
4,4,8.0,266.2,19.742954525412514,47.23986700720736,1762.9
5,5,8.0,241.8,20.36093550737441,47.42675586425583,2073.9
6,6,8.0,395.2,20.18075945063482,47.05942680359546,2360.6
7,7,8.0,698.8,19.71658706862791,47.20031966178558,2814.8
8,8,8.0,465.3,21.26675843193386,46.429686275512104,3572.0
9,9,8.0,173.3,18.99203856544393,47.73208878682327,4110.7
10,10,8.0,106.2,18.964023561705442,47.73282776513458,4319.6
11,11,8.0,77.4,18.996982547410088,47.655922593319445,4463.4
12,12,8.0,251.2,19.029941533114712,47.602984275950554,4573.8
13,13,8.0,255.8,19.334812150882577,47.03659483147138,4879.5
14,14,8.0,304.4,18.418002897754903,46.62017296263133,5191.4
15,15,8.0,349.6,20.253818803834353,47.10992203310624,6201.7
16,16,8.0,497.3,17.506687479463615,46.465642660550934,6615.6
17,17,8.0,484.5,18.6679418726817,46.135090090309085,7160.0
18,18,8.0,331.8,19.491367332979568,47.30769983691779,7711.3
19,19,8.0,121.5,17.87308126899254,47.30695507355692,8128.6
20,20,8.0,215.2,15.195163680491078,46.97103876877544,8403.9
21,21,8.0,146.6,19.346897487824688,47.44384821480311,8698.9
22,22,8.0,531.0,19.77206786697264,47.473931789677145,8870.1
23,23,9.0,665.2,19.226579708242745,47.46817880289477,9479.8
24,24,11.0,76.4,18.389081949127164,47.76429933598042,10331.4
25,25,12.0,218.4,19.109441761218726,47.48475170647679,10555.9
26,26,12.0,226.4,19.304758092177366,47.39960368497393,10831.4
27,27,12.0,77.9,19.32769202791779,47.42260514129482,11105.2
28,28,12.0,803.8,19.05540274919194,47.49338187852896,11656.9
29,29,14.0,82.5,19.052268983981964,47.495543344117344,12512.4
30,30,14.0,455.8,19.053633688840588,47.49675534611378,12626.6
31,31,14.0,1019.3,19.056981085826205,47.494853241732336,13322.9
32,32,15.0,199.9,19.0491104130405,47.49712939775912,14372.9
33,33,15.0,130.0,19.04593896792559,47.49699892111987,14600.4
34,34,15.0,188.9,19.049410820462267,47.49661038982466,14766.2
35,35,15.0,300.2,19.051719665551563,47.49637842883798,14985.8
36,36,15.0,219.4,19.04357862389726,47.49940253943966,15345.6
37,37,15.0,309.9,19.046436787510444,47.49817609968223,15595.2
38,38,15.0,220.0,19.050179003583523,47.49871538822607,15935.5
39,39,15.0,103.9,19.04727792724373,47.49576372691357,16187.6
40,40,15.0,160.3,19.056603434018378,47.4888536386125,16370.1
41,41,15.0,240.3,19.059362887621013,47.48883043948752,16567.3
42,42,15.0,203.3,19.042273998951405,47.506954807479694,16881.5
43,43,15.0,249.0,19.047003267981776,47.504435572982395,17125.4
44,44,15.0,336.2,19.046990393901844,47.50778389642192,17413.5
45,45,15.0,104.5,19.045029162067173,47.507311374878114,17774.2
46,46,16.0,340.6,19.04894423501361,47.50361107440185,17927.4
47,47,16.0,179.1,19.043581962010848,47.504301059913644,18323.9
48,48,16.0,410.8,19.050446272122528,47.505601281916256,18549.4
49,49,16.0,134.5,19.048626661715367,47.494540395869684,19043.4
50,50,16.0,378.2,19.04548525786652,47.494473704915926,19216.1
51,51,16.0,274.4,19.04346823660595,47.49515511211488,19629.4
52,52,16.0,199.5,19.0446484086201,47.495081172081534,19939.8
53,53,16.0,197.3,19.043554067297883,47.49523050059635,20175.6
54,54,16.0,77.4,19.04558181739494,47.494624484612125,20407.9
55,55,17.0,182.5,19.05208516136614,47.494562946175755,21385.4
56,56,17.0,247.8,19.052262902413204,47.49253032988268,21631.8
57,57,17.0,125.9,19.052830457470737,47.49261079718551,21911.1
58,58,17.0,277.0,19.05031561858983,47.492223682056576,22407.8
59,59,17.0,178.3,19.053008555894596,47.49368223521207,22908.1
60,60,17.0,602.3,19.051074147460803,47.49317261624389,23118.6
61,61,17.0,309.4,19.049253463777095,47.4939533536115,23776.0
62,62,17.0,873.8,19.05109453185725,47.49304937902954,24126.8
63,63,17.0,240.3,19.05155265330643,47.49081221102858,25058.3
64,64,17.0,304.9,19.052599787486162,47.490604148005964,25333.7
65,65,17.0,232.1,19.051310181863634,47.4901307474762,25684.7
66,66,17.0,57.0,19.051546216266463,47.49228022746913,26048.6
67,67,17.0,196.9,19.052729368296745,47.48806894079829,26188.8
68,68,17.0,117.0,19.05311346051221,47.487163415266096,26445.5
69,69,17.0,58.4,19.055043578459134,47.486552230549556,26626.0
70,70,17.0,54.3,19.055089711670234,47.48708221434334,26724.9
71,71,17.0,364.4,19.056343912918123,47.486566730854015,26938.8
72,72,17.0,545.1,19.05683529415336,47.48656020598301,27337.4
73,73,17.0,479.2,19.055743098074565,47.486715358744185,27911.0
74,74,17.0,680.0,19.055867552315945,47.48610561938813,28433.1
75,75,17.0,284.1,19.05375504480348,47.48722576564446,29180.0
76,76,17.0,100.5,19.054562926060413,47.48734829169724,29494.9
77,77,17.0,50.3,19.056344985539862,47.48882147949467,30243.5
78,78,17.0,429.2,19.05912911860963,47.48843723656826,30346.7
79,79,17.0,185.8,19.058425307197655,47.48889760275968,30813.5
80,80,17.0,444.3,19.05932652946301,47.488442311581636,31031.8
81,81,17.0,155.5,19.057296634122537,47.48506592810698,31543.6
82,82,17.0,82.7,19.056541323771533,47.4851188560506,31777.8
83,83,17.0,158.4,19.056119679973516,47.48593668875559,31930.0
84,84,17.0,620.3,19.058443547005496,47.48492382106731,32131.5
85,85,17.0,107.1,19.06139242612605,47.484674552511414,32822.0
86,86,17.0,817.8,19.061976075093163,47.484341032481694,32970.0
87,87,17.0,167.6,19.055413246334638,47.488351107799524,33875.6
88,88,17.0,434.6,19.062053323501708,47.48452591884668,34109.4
89,89,17.0,238.4,19.060717583358404,47.48477170768233,34590.9
90,90,17.0,308.0,19.057800412454192,47.48573237676552,34894.5
91,91,17.0,244.9,19.05738842487095,47.48641679763225,35237.1
92,92,17.0,162.8,19.050036191860983,47.48699064593168,35549.7
93,93,17.0,283.1,19.049427866700906,47.486799967792805,35745.2
94,94,17.0,361.3,19.051588654632404,47.48628883191299,36071.9
95,95,17.0,318.0,19.058515191209953,47.48729514894366,36494.0
96,96,17.0,555.6,19.05416035621576,47.49076345841687,36884.4
97,97,17.0,597.5,19.050144552822662,47.494338313735234,37490.6
98,98,17.0,1068.0,19.04540252662268,47.50206146416812,38142.7
99,99,17.0,460.2,19.044489979820277,47.504156022452854,39261.5
100,100,17.0,263.3,19.04550755036955,47.50721882990375,39782.1
101,101,17.0,136.7,19.044299482987597,47.50700358455799,40083.9
102,102,17.0,527.7,19.050178885385435,47.506877480910134,40280.1
103,103,17.0,486.5,19.045473217961806,47.50658613687157,40863.5
104,104,17.0,494.7,19.045794487272882,47.50957649719237,41391.7
