RecordingTime [ms]	Time of Day [h:m:s:ms]	Stimulus	Participant	Point of Regard Right X [px]	Point of Regard Right Y [px]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Content
1074618.9	08:38:35:689	P01-Honza-scrrec.mkv	P01-Honza	1061.6	728.4	-	-	-	-	-	-
1074624.2	08:38:35:694	P01-Honza-scrrec.mkv	P01-Honza	1064.3	728.1	-	-	-	-	-	-
1074628.0	08:38:35:698	P01-Honza-scrrec.mkv	P01-Honza	1063.0	728.9	-	-	-	-	-	-
1074632.1	08:38:35:702	P01-Honza-scrrec.mkv	P01-Honza	1058.4	728.8	-	-	-	-	-	-
1074636.1	08:38:35:706	P01-Honza-scrrec.mkv	P01-Honza	1062.8	731.8	-	-	-	-	-	-
1074641.4	08:38:35:711	P01-Honza-scrrec.mkv	P01-Honza	1061.2	731.6	-	-	-	-	-	-
1074646.7	08:38:35:717	P01-Honza-scrrec.mkv	P01-Honza	1060.9	733.3	-	-	-	-	-	-
1074650.8	08:38:35:721	P01-Honza-scrrec.mkv	P01-Honza	1061.9	733.0	-	-	-	-	-	-
1074654.7	08:38:35:725	P01-Honza-scrrec.mkv	P01-Honza	1061.6	736.1	-	-	-	-	-	-
1074658.4	08:38:35:728	P01-Honza-scrrec.mkv	P01-Honza	1057.2	737.6	-	-	-	-	-	-
1074663.9	08:38:35:734	P01-Honza-scrrec.mkv	P01-Honza	1062.7	737.5	-	-	-	-	-	-
1074667.8	08:38:35:738	P01-Honza-scrrec.mkv	P01-Honza	1057.3	738.8	-	-	-	-	-	-
1074672.8	08:38:35:743	P01-Honza-scrrec.mkv	P01-Honza	1060.0	740.3	-	-	-	-	-	-
1074676.4	08:38:35:746	P01-Honza-scrrec.mkv	P01-Honza	1060.3	739.8	-	-	-	-	-	-
1074682.0	08:38:35:752	P01-Honza-scrrec.mkv	P01-Honza	1062.6	739.2	-	-	-	-	-	-
1074686.1	08:38:35:756	P01-Honza-scrrec.mkv	P01-Honza	1057.6	726.4	-	-	-	-	-	-
1074689.8	08:38:35:760	P01-Honza-scrrec.mkv	P01-Honza	1055.1	696.1	-	-	-	-	-	-
1074693.4	08:38:35:763	P01-Honza-scrrec.mkv	P01-Honza	1041.1	667.4	-	-	-	-	-	-
1074699.0	08:38:35:769	P01-Honza-scrrec.mkv	P01-Honza	1030.9	654.1	-	-	-	-	-	-
1074704.8	08:38:35:775	P01-Honza-scrrec.mkv	P01-Honza	1019.4	641.6	-	-	-	-	-	-
1074708.6	08:38:35:778	P01-Honza-scrrec.mkv	P01-Honza	1014.5	628.3	-	-	-	-	-	-
1074713.9	08:38:35:784	P01-Honza-scrrec.mkv	P01-Honza	1018.0	618.7	-	-	-	-	-	-
1074719.6	08:38:35:789	P01-Honza-scrrec.mkv	P01-Honza	1009.8	611.9	-	-	-	-	-	-
1074723.8	08:38:35:794	P01-Honza-scrrec.mkv	P01-Honza	1007.6	610.6	-	-	-	-	-	-
1074727.5	08:38:35:797	P01-Honza-scrrec.mkv	P01-Honza	1006.3	614.1	-	-	-	-	-	-
1074731.1	08:38:35:801	P01-Honza-scrrec.mkv	P01-Honza	1007.2	605.4	-	-	-	-	-	-
1074736.5	08:38:35:806	P01-Honza-scrrec.mkv	P01-Honza	1007.2	598.6	-	-	-	-	-	-
1074740.5	08:38:35:810	P01-Honza-scrrec.mkv	P01-Honza	1003.7	595.6	-	-	-	-	-	-
1074744.3	08:38:35:814	P01-Honza-scrrec.mkv	P01-Honza	1004.1	593.3	-	-	-	-	-	-
1074748.1	08:38:35:818	P01-Honza-scrrec.mkv	P01-Honza	1003.3	595.1	-	-	-	-	-	-
1074753.6	08:38:35:823	P01-Honza-scrrec.mkv	P01-Honza	1001.3	596.6	-	-	-	-	-	-
1074757.7	08:38:35:828	P01-Honza-scrrec.mkv	P01-Honza	1001.8	594.4	-	-	-	-	-	-
1074761.5	08:38:35:831	P01-Honza-scrrec.mkv	P01-Honza	1000.6	592.6	-	-	-	-	-	-
1074766.4	08:38:35:836	P01-Honza-scrrec.mkv	P01-Honza	1003.8	595.5	-	-	-	-	-	-
1074770.2	08:38:35:840	P01-Honza-scrrec.mkv	P01-Honza	1003.4	594.9	-	-	-	-	-	-
1074774.0	08:38:35:844	P01-Honza-scrrec.mkv	P01-Honza	1004.5	593.8	-	-	-	-	-	-
1074777.9	08:38:35:848	P01-Honza-scrrec.mkv	P01-Honza	1004.2	604.2	-	-	-	-	-	-
1074781.8	08:38:35:852	P01-Honza-scrrec.mkv	P01-Honza	1004.7	596.9	-	-	-	-	-	-
1074785.7	08:38:35:855	P01-Honza-scrrec.mkv	P01-Honza	1005.2	606.8	-	-	-	-	-	-
1074791.4	08:38:35:861	P01-Honza-scrrec.mkv	P01-Honza	1005.5	606.6	-	-	-	-	-	-
1074795.1	08:38:35:865	P01-Honza-scrrec.mkv	P01-Honza	1006.0	604.0	-	-	-	-	-	-
1074798.7	08:38:35:869	P01-Honza-scrrec.mkv	P01-Honza	1005.4	593.9	-	-	-	-	-	-
1074802.4	08:38:35:872	P01-Honza-scrrec.mkv	P01-Honza	1007.8	590.8	-	-	-	-	-	-
1074808.2	08:38:35:878	P01-Honza-scrrec.mkv	P01-Honza	1006.9	598.7	-	-	-	-	-	-
1074812.9	08:38:35:883	P01-Honza-scrrec.mkv	P01-Honza	1006.3	597.4	-	-	-	-	-	-
1074816.5	08:38:35:886	P01-Honza-scrrec.mkv	P01-Honza	1002.2	598.2	-	-	-	-	-	-
1074820.3	08:38:35:890	P01-Honza-scrrec.mkv	P01-Honza	1003.9	591.3	-	-	-	-	-	-
1074825.9	08:38:35:896	P01-Honza-scrrec.mkv	P01-Honza	1004.6	598.2	-	-	-	-	-	-
1074829.8	08:38:35:900	P01-Honza-scrrec.mkv	P01-Honza	1008.2	593.5	-	-	-	-	-	-
1074833.7	08:38:35:904	P01-Honza-scrrec.mkv	P01-Honza	1009.9	591.1	-	-	-	-	-	-
1074837.5	08:38:35:907	P01-Honza-scrrec.mkv	P01-Honza	1004.2	592.8	-	-	-	-	-	-
1074843.3	08:38:35:913	P01-Honza-scrrec.mkv	P01-Honza	1007.5	593.3	-	-	-	-	-	-
1074849.1	08:38:35:919	P01-Honza-scrrec.mkv	P01-Honza	1010.2	595.5	-	-	-	-	-	-
1074852.9	08:38:35:923	P01-Honza-scrrec.mkv	P01-Honza	1008.2	597.3	-	-	-	-	-	-
1074856.7	08:38:35:927	P01-Honza-scrrec.mkv	P01-Honza	1006.2	597.3	-	-	-	-	-	-
1074860.8	08:38:35:931	P01-Honza-scrrec.mkv	P01-Honza	1007.7	598.5	-	-	-	-	-	-
1074864.7	08:38:35:935	P01-Honza-scrrec.mkv	P01-Honza	1006.2	599.3	-	-	-	-	-	-
1074868.7	08:38:35:939	P01-Honza-scrrec.mkv	P01-Honza	1006.7	601.5	-	-	-	-	-	-
1074872.3	08:38:35:942	P01-Honza-scrrec.mkv	P01-Honza	1005.6	599.4	-	-	-	-	-	-
1074876.3	08:38:35:946	P01-Honza-scrrec.mkv	P01-Honza	1003.3	600.1	-	-	-	-	-	-
1074880.2	08:38:35:950	P01-Honza-scrrec.mkv	P01-Honza	1004.4	601.4	-	-	-	-	-	-
1074884.2	08:38:35:954	P01-Honza-scrrec.mkv	P01-Honza	1004.6	600.3	-	-	-	-	-	-
1074888.0	08:38:35:958	P01-Honza-scrrec.mkv	P01-Honza	1002.7	600.2	-	-	-	-	-	-
1074892.0	08:38:35:962	P01-Honza-scrrec.mkv	P01-Honza	1001.8	601.2	-	-	-	-	-	-
1074896.0	08:38:35:966	P01-Honza-scrrec.mkv	P01-Honza	1001.6	602.5	-	-	-	-	-	-
1074900.0	08:38:35:970	P01-Honza-scrrec.mkv	P01-Honza	1002.6	599.9	-	-	-	-	-	-
1074905.0	08:38:35:975	P01-Honza-scrrec.mkv	P01-Honza	1003.4	598.1	-	-	-	-	-	-
1074909.0	08:38:35:979	P01-Honza-scrrec.mkv	P01-Honza	1003.4	595.2	-	-	-	-	-	-
1074914.7	08:38:35:985	P01-Honza-scrrec.mkv	P01-Honza	1004.5	593.3	-	-	-	-	-	-
1074918.3	08:38:35:988	P01-Honza-scrrec.mkv	P01-Honza	1004.7	596.0	-	-	-	-	-	-
1074921.9	08:38:35:992	P01-Honza-scrrec.mkv	P01-Honza	1003.3	592.0	-	-	-	-	-	-
1074925.8	08:38:35:996	P01-Honza-scrrec.mkv	P01-Honza	1003.7	595.0	-	-	-	-	-	-
1074931.4	08:38:36:001	P01-Honza-scrrec.mkv	P01-Honza	1003.7	592.2	-	-	-	-	-	-
1074935.1	08:38:36:005	P01-Honza-scrrec.mkv	P01-Honza	1002.4	597.1	-	-	-	-	-	-
1074939.2	08:38:36:009	P01-Honza-scrrec.mkv	P01-Honza	1003.6	591.0	-	-	-	-	-	-
1074943.0	08:38:36:013	P01-Honza-scrrec.mkv	P01-Honza	1004.0	591.2	-	-	-	-	-	-
1074949.0	08:38:36:019	P01-Honza-scrrec.mkv	P01-Honza	1003.0	591.4	-	-	-	-	-	-
1074952.7	08:38:36:023	P01-Honza-scrrec.mkv	P01-Honza	1005.8	592.5	-	-	-	-	-	-
1074956.5	08:38:36:026	P01-Honza-scrrec.mkv	P01-Honza	1006.7	590.9	-	-	-	-	-	-
1074960.2	08:38:36:030	P01-Honza-scrrec.mkv	P01-Honza	1008.3	591.0	-	-	-	-	-	-
1074965.8	08:38:36:036	P01-Honza-scrrec.mkv	P01-Honza	1009.0	589.5	-	-	-	-	-	-
1074971.5	08:38:36:041	P01-Honza-scrrec.mkv	P01-Honza	1009.8	587.8	-	-	-	-	-	-
1074975.2	08:38:36:045	P01-Honza-scrrec.mkv	P01-Honza	1010.2	587.4	-	-	-	-	-	-
1074978.8	08:38:36:049	P01-Honza-scrrec.mkv	P01-Honza	1011.8	592.2	-	-	-	-	-	-
1074984.4	08:38:36:054	P01-Honza-scrrec.mkv	P01-Honza	1013.5	588.1	-	-	-	-	-	-
1074988.2	08:38:36:058	P01-Honza-scrrec.mkv	P01-Honza	1010.6	586.3	-	-	-	-	-	-
1074992.0	08:38:36:062	P01-Honza-scrrec.mkv	P01-Honza	1014.4	583.9	-	-	-	-	-	-
1074996.0	08:38:36:066	P01-Honza-scrrec.mkv	P01-Honza	1013.9	582.6	-	-	-	-	-	-
1075001.5	08:38:36:071	P01-Honza-scrrec.mkv	P01-Honza	1014.8	583.6	-	-	-	-	-	-
1075005.2	08:38:36:075	P01-Honza-scrrec.mkv	P01-Honza	1015.4	582.5	-	-	-	-	-	-
1075008.9	08:38:36:079	P01-Honza-scrrec.mkv	P01-Honza	1015.0	581.5	-	-	-	-	-	-
1075012.8	08:38:36:083	P01-Honza-scrrec.mkv	P01-Honza	1016.1	584.3	-	-	-	-	-	-
1075016.7	08:38:36:087	P01-Honza-scrrec.mkv	P01-Honza	1014.7	583.6	-	-	-	-	-	-
1075020.4	08:38:36:090	P01-Honza-scrrec.mkv	P01-Honza	1011.9	586.7	-	-	-	-	-	-
1075024.2	08:38:36:094	P01-Honza-scrrec.mkv	P01-Honza	1012.7	585.0	-	-	-	-	-	-
1075028.0	08:38:36:098	P01-Honza-scrrec.mkv	P01-Honza	1011.1	583.2	-	-	-	-	-	-
1075033.3	08:38:36:103	P01-Honza-scrrec.mkv	P01-Honza	1012.9	580.5	-	-	-	-	-	-
1075039.0	08:38:36:109	P01-Honza-scrrec.mkv	P01-Honza	1011.3	582.3	-	-	-	-	-	-
1075042.8	08:38:36:113	P01-Honza-scrrec.mkv	P01-Honza	1010.1	585.4	-	-	-	-	-	-
1075046.4	08:38:36:116	P01-Honza-scrrec.mkv	P01-Honza	1008.8	581.9	-	-	-	-	-	-
1075050.1	08:38:36:120	P01-Honza-scrrec.mkv	P01-Honza	1007.9	580.5	-	-	-	-	-	-
1075055.7	08:38:36:126	P01-Honza-scrrec.mkv	P01-Honza	1007.3	584.2	-	-	-	-	-	-
1075059.4	08:38:36:129	P01-Honza-scrrec.mkv	P01-Honza	1006.6	582.4	-	-	-	-	-	-
1075063.1	08:38:36:133	P01-Honza-scrrec.mkv	P01-Honza	1005.5	579.2	-	-	-	-	-	-
1075066.9	08:38:36:137	P01-Honza-scrrec.mkv	P01-Honza	1007.4	576.7	-	-	-	-	-	-
1075072.3	08:38:36:142	P01-Honza-scrrec.mkv	P01-Honza	1009.0	580.8	-	-	-	-	-	-
1075076.1	08:38:36:146	P01-Honza-scrrec.mkv	P01-Honza	1012.1	580.6	-	-	-	-	-	-
1075081.5	08:38:36:151	P01-Honza-scrrec.mkv	P01-Honza	1011.8	581.1	-	-	-	-	-	-
1075085.4	08:38:36:155	P01-Honza-scrrec.mkv	P01-Honza	1010.7	581.3	-	-	-	-	-	-
1075089.8	08:38:36:160	P01-Honza-scrrec.mkv	P01-Honza	1010.4	580.5	-	-	-	-	-	-
1075093.4	08:38:36:163	P01-Honza-scrrec.mkv	P01-Honza	1011.5	581.0	-	-	-	-	-	-
1075097.2	08:38:36:167	P01-Honza-scrrec.mkv	P01-Honza	1012.0	580.8	-	-	-	-	-	-
1075101.0	08:38:36:171	P01-Honza-scrrec.mkv	P01-Honza	1015.2	578.5	-	-	-	-	-	-
1075106.3	08:38:36:176	P01-Honza-scrrec.mkv	P01-Honza	1014.9	575.1	-	-	-	-	-	-
1075110.0	08:38:36:180	P01-Honza-scrrec.mkv	P01-Honza	1015.4	576.7	-	-	-	-	-	-
1075113.9	08:38:36:184	P01-Honza-scrrec.mkv	P01-Honza	1016.4	572.1	-	-	-	-	-	-
1075117.7	08:38:36:188	P01-Honza-scrrec.mkv	P01-Honza	1014.1	570.0	-	-	-	-	-	-
1075123.2	08:38:36:193	P01-Honza-scrrec.mkv	P01-Honza	1012.4	563.6	-	-	-	-	-	-
1075126.8	08:38:36:197	P01-Honza-scrrec.mkv	P01-Honza	1012.0	561.8	-	-	-	-	-	-
1075130.6	08:38:36:200	P01-Honza-scrrec.mkv	P01-Honza	1011.0	561.2	-	-	-	-	-	-
1075134.3	08:38:36:204	P01-Honza-scrrec.mkv	P01-Honza	1012.1	558.1	-	-	-	-	-	-
1075138.0	08:38:36:208	P01-Honza-scrrec.mkv	P01-Honza	1013.1	556.8	-	-	-	-	-	-
1075141.7	08:38:36:212	P01-Honza-scrrec.mkv	P01-Honza	1012.9	555.2	-	-	-	-	-	-
1075147.6	08:38:36:217	P01-Honza-scrrec.mkv	P01-Honza	1012.5	552.9	-	-	-	-	-	-
1075151.4	08:38:36:221	P01-Honza-scrrec.mkv	P01-Honza	1014.7	554.2	-	-	-	-	-	-
1075156.8	08:38:36:227	P01-Honza-scrrec.mkv	P01-Honza	1013.6	557.6	-	-	-	-	-	-
1075162.3	08:38:36:232	P01-Honza-scrrec.mkv	P01-Honza	1014.3	556.4	-	-	-	-	-	-
1075166.3	08:38:36:236	P01-Honza-scrrec.mkv	P01-Honza	1013.4	564.7	-	-	-	-	-	-
1075169.9	08:38:36:240	P01-Honza-scrrec.mkv	P01-Honza	1010.4	555.6	-	-	-	-	-	-
1075175.3	08:38:36:245	P01-Honza-scrrec.mkv	P01-Honza	1008.5	559.4	-	-	-	-	-	-
1075179.0	08:38:36:249	P01-Honza-scrrec.mkv	P01-Honza	1008.5	559.6	-	-	-	-	-	-
1075182.8	08:38:36:253	P01-Honza-scrrec.mkv	P01-Honza	1007.9	562.5	-	-	-	-	-	-
1075186.5	08:38:36:256	P01-Honza-scrrec.mkv	P01-Honza	1011.7	562.9	-	-	-	-	-	-
1075191.9	08:38:36:262	P01-Honza-scrrec.mkv	P01-Honza	1013.2	563.3	-	-	-	-	-	-
1075195.6	08:38:36:265	P01-Honza-scrrec.mkv	P01-Honza	1008.2	563.3	-	-	-	-	-	-
1075199.4	08:38:36:269	P01-Honza-scrrec.mkv	P01-Honza	1011.0	562.8	-	-	-	-	-	-
1075204.7	08:38:36:275	P01-Honza-scrrec.mkv	P01-Honza	1009.0	561.7	-	-	-	-	-	-
1075210.4	08:38:36:280	P01-Honza-scrrec.mkv	P01-Honza	1006.2	555.2	-	-	-	-	-	-
1075215.7	08:38:36:286	P01-Honza-scrrec.mkv	P01-Honza	1002.8	557.9	-	-	-	-	-	-
1075219.6	08:38:36:289	P01-Honza-scrrec.mkv	P01-Honza	1009.5	558.6	-	-	-	-	-	-
1075223.3	08:38:36:293	P01-Honza-scrrec.mkv	P01-Honza	1008.1	560.2	-	-	-	-	-	-
1075226.9	08:38:36:297	P01-Honza-scrrec.mkv	P01-Honza	1010.7	560.9	-	-	-	-	-	-
1075230.5	08:38:36:300	P01-Honza-scrrec.mkv	P01-Honza	1011.0	560.8	-	-	-	-	-	-
1075234.3	08:38:36:304	P01-Honza-scrrec.mkv	P01-Honza	1011.2	559.7	-	-	-	-	-	-
1075238.2	08:38:36:308	P01-Honza-scrrec.mkv	P01-Honza	1009.7	556.8	-	-	-	-	-	-
1075242.0	08:38:36:312	P01-Honza-scrrec.mkv	P01-Honza	1011.0	554.6	-	-	-	-	-	-
1075245.7	08:38:36:316	P01-Honza-scrrec.mkv	P01-Honza	1009.6	558.8	-	-	-	-	-	-
1075251.6	08:38:36:321	P01-Honza-scrrec.mkv	P01-Honza	1008.6	560.4	-	-	-	-	-	-
1075255.4	08:38:36:325	P01-Honza-scrrec.mkv	P01-Honza	1001.1	560.8	-	-	-	-	-	-
1075259.0	08:38:36:329	P01-Honza-scrrec.mkv	P01-Honza	951.8	569.9	-	-	-	-	-	-
1075262.5	08:38:36:332	P01-Honza-scrrec.mkv	P01-Honza	929.7	572.2	-	-	-	-	-	-
1075268.2	08:38:36:338	P01-Honza-scrrec.mkv	P01-Honza	900.8	567.3	-	-	-	-	-	-
1075273.7	08:38:36:344	P01-Honza-scrrec.mkv	P01-Honza	887.6	562.1	-	-	-	-	-	-
1075277.2	08:38:36:347	P01-Honza-scrrec.mkv	P01-Honza	877.9	566.5	-	-	-	-	-	-
1075280.9	08:38:36:351	P01-Honza-scrrec.mkv	P01-Honza	877.9	567.9	-	-	-	-	-	-
1075286.3	08:38:36:356	P01-Honza-scrrec.mkv	P01-Honza	878.3	566.1	-	-	-	-	-	-
1075292.1	08:38:36:362	P01-Honza-scrrec.mkv	P01-Honza	880.7	569.8	-	-	-	-	-	-
1075296.0	08:38:36:366	P01-Honza-scrrec.mkv	P01-Honza	884.6	568.9	-	-	-	-	-	-
1075300.0	08:38:36:370	P01-Honza-scrrec.mkv	P01-Honza	884.1	564.0	-	-	-	-	-	-
1075305.7	08:38:36:376	P01-Honza-scrrec.mkv	P01-Honza	885.2	565.9	-	-	-	-	-	-
1075309.5	08:38:36:379	P01-Honza-scrrec.mkv	P01-Honza	879.9	563.5	-	-	-	-	-	-
1075313.1	08:38:36:383	P01-Honza-scrrec.mkv	P01-Honza	881.7	557.2	-	-	-	-	-	-
1075316.7	08:38:36:387	P01-Honza-scrrec.mkv	P01-Honza	880.8	561.6	-	-	-	-	-	-
1075322.3	08:38:36:392	P01-Honza-scrrec.mkv	P01-Honza	882.4	560.7	-	-	-	-	-	-
1075326.2	08:38:36:396	P01-Honza-scrrec.mkv	P01-Honza	884.9	559.2	-	-	-	-	-	-
1075331.4	08:38:36:401	P01-Honza-scrrec.mkv	P01-Honza	885.3	562.4	-	-	-	-	-	-
1075335.2	08:38:36:405	P01-Honza-scrrec.mkv	P01-Honza	886.7	562.5	-	-	-	-	-	-
1075340.7	08:38:36:411	P01-Honza-scrrec.mkv	P01-Honza	884.9	563.2	-	-	-	-	-	-
1075346.2	08:38:36:416	P01-Honza-scrrec.mkv	P01-Honza	885.1	558.5	-	-	-	-	-	-
1075349.9	08:38:36:420	P01-Honza-scrrec.mkv	P01-Honza	884.9	557.3	-	-	-	-	-	-
1075353.6	08:38:36:423	P01-Honza-scrrec.mkv	P01-Honza	884.3	559.1	-	-	-	-	-	-
1075359.3	08:38:36:429	P01-Honza-scrrec.mkv	P01-Honza	883.4	558.4	-	-	-	-	-	-
1075363.4	08:38:36:433	P01-Honza-scrrec.mkv	P01-Honza	882.0	555.8	-	-	-	-	-	-
1075367.0	08:38:36:437	P01-Honza-scrrec.mkv	P01-Honza	883.1	549.8	-	-	-	-	-	-
1075370.6	08:38:36:440	P01-Honza-scrrec.mkv	P01-Honza	880.8	546.5	-	-	-	-	-	-
1075374.3	08:38:36:444	P01-Honza-scrrec.mkv	P01-Honza	879.5	547.4	-	-	-	-	-	-
1075378.3	08:38:36:448	P01-Honza-scrrec.mkv	P01-Honza	880.0	546.5	-	-	-	-	-	-
1075382.5	08:38:36:452	P01-Honza-scrrec.mkv	P01-Honza	880.0	549.0	-	-	-	-	-	-
1075386.1	08:38:36:456	P01-Honza-scrrec.mkv	P01-Honza	879.4	545.1	-	-	-	-	-	-
1075391.4	08:38:36:461	P01-Honza-scrrec.mkv	P01-Honza	879.1	546.3	-	-	-	-	-	-
1075396.8	08:38:36:467	P01-Honza-scrrec.mkv	P01-Honza	880.4	546.7	-	-	-	-	-	-
1075401.1	08:38:36:471	P01-Honza-scrrec.mkv	P01-Honza	878.9	542.2	-	-	-	-	-	-
1075405.0	08:38:36:475	P01-Honza-scrrec.mkv	P01-Honza	881.0	544.3	-	-	-	-	-	-
1075410.7	08:38:36:481	P01-Honza-scrrec.mkv	P01-Honza	881.4	544.5	-	-	-	-	-	-
1075414.7	08:38:36:485	P01-Honza-scrrec.mkv	P01-Honza	878.9	548.9	-	-	-	-	-	-
1075418.4	08:38:36:488	P01-Honza-scrrec.mkv	P01-Honza	878.4	549.9	-	-	-	-	-	-
1075422.1	08:38:36:492	P01-Honza-scrrec.mkv	P01-Honza	879.1	552.2	-	-	-	-	-	-
1075426.0	08:38:36:496	P01-Honza-scrrec.mkv	P01-Honza	876.7	549.9	-	-	-	-	-	-
1075429.7	08:38:36:500	P01-Honza-scrrec.mkv	P01-Honza	876.1	550.9	-	-	-	-	-	-
1075433.6	08:38:36:503	P01-Honza-scrrec.mkv	P01-Honza	876.1	552.0	-	-	-	-	-	-
1075437.4	08:38:36:507	P01-Honza-scrrec.mkv	P01-Honza	877.8	554.4	-	-	-	-	-	-
1075441.2	08:38:36:511	P01-Honza-scrrec.mkv	P01-Honza	877.2	557.1	-	-	-	-	-	-
1075446.7	08:38:36:517	P01-Honza-scrrec.mkv	P01-Honza	874.5	558.5	-	-	-	-	-	-
1075450.3	08:38:36:520	P01-Honza-scrrec.mkv	P01-Honza	870.0	562.0	-	-	-	-	-	-
1075453.9	08:38:36:524	P01-Honza-scrrec.mkv	P01-Honza	868.2	557.9	-	-	-	-	-	-
1075459.3	08:38:36:529	P01-Honza-scrrec.mkv	P01-Honza	870.5	559.9	-	-	-	-	-	-
1075465.0	08:38:36:535	P01-Honza-scrrec.mkv	P01-Honza	869.8	555.8	-	-	-	-	-	-
1075469.8	08:38:36:540	P01-Honza-scrrec.mkv	P01-Honza	875.4	556.2	-	-	-	-	-	-
1075473.6	08:38:36:543	P01-Honza-scrrec.mkv	P01-Honza	876.5	557.9	-	-	-	-	-	-
1075479.2	08:38:36:549	P01-Honza-scrrec.mkv	P01-Honza	875.3	559.6	-	-	-	-	-	-
1075482.9	08:38:36:553	P01-Honza-scrrec.mkv	P01-Honza	874.8	559.5	-	-	-	-	-	-
1075486.5	08:38:36:556	P01-Honza-scrrec.mkv	P01-Honza	876.0	558.5	-	-	-	-	-	-
1075490.1	08:38:36:560	P01-Honza-scrrec.mkv	P01-Honza	877.2	556.3	-	-	-	-	-	-
1075496.2	08:38:36:566	P01-Honza-scrrec.mkv	P01-Honza	872.6	557.6	-	-	-	-	-	-
1075500.0	08:38:36:570	P01-Honza-scrrec.mkv	P01-Honza	873.5	557.5	-	-	-	-	-	-
