Trial Start Raw Time [ms]	Trial Start Time of Day [h:m:s:ms]	Stimulus	Participant	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	Annotation Name	Annotation Description	Annotation Tags
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	1	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	1	5.7	204.5	198.8	938.1	493.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	1	204.5	230.9	26.4	-	-	962.7	508.0	921.9	514.7	0.7	1155.2	1624.7	-1497.6	28.3	41.2	28.6	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	2	230.9	362.4	131.4	931.4	509.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	2	362.4	392.5	30.2	-	-	915.0	490.7	964.8	547.7	1.5	2676.5	3875.8	-3532.1	48.2	99.9	37.8	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	3	392.5	739.3	346.7	969.6	575.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	3	739.3	775.5	36.2	-	-	956.9	589.8	841.7	603.2	2.4	4526.3	6547.0	-6450.3	66.1	151.8	35.4	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	4	775.5	935.3	159.8	846.8	640.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	4	935.3	980.5	45.2	-	-	850.1	652.1	815.2	585.7	1.5	1269.9	1494.5	-2130.0	33.3	59.3	53.0	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	5	980.5	1393.2	412.7	799.5	586.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	5	1393.2	1436.6	43.4	-	-	812.4	578.2	805.0	674.3	1.9	2465.2	4414.5	-3225.8	44.2	94.3	44.5	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	6	1436.6	1669.4	232.8	815.2	678.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	6	1669.4	1716.2	46.8	-	-	798.7	677.8	879.3	718.7	1.9	2345.0	4204.7	-3597.8	41.3	103.2	29.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	7	1716.2	1920.7	204.5	871.7	700.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	7	1920.7	1978.7	58.0	-	-	851.1	695.9	799.1	552.9	3.8	3715.3	8453.7	-7074.7	65.0	186.5	29.0	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	8	1978.7	2112.1	133.4	810.2	569.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	8	2112.1	2158.1	45.9	-	-	814.5	587.3	946.8	542.3	3.3	4684.2	7056.6	-7819.8	72.6	201.2	60.8	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	9	2158.1	2323.0	165.0	972.3	545.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	9	2323.0	2385.7	62.7	-	-	978.7	541.7	986.1	603.2	1.9	679.9	1463.7	-815.2	30.1	42.0	52.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	10	2385.7	2510.5	124.8	984.6	598.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	10	2510.5	2533.8	23.2	-	-	988.3	563.5	963.2	543.9	0.6	918.5	976.8	-1547.3	26.1	42.4	50.2	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	11	2533.8	2706.0	172.2	976.9	584.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	11	2706.0	2790.5	84.5	-	-	1001.2	619.2	757.3	616.3	6.8	4295.5	9522.2	-8786.6	80.7	234.0	43.8	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	3	2721.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	12	2790.5	2980.7	190.2	771.9	583.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	12	2980.7	3038.3	57.6	-	-	776.2	579.2	0.0	0.0	41.0	43935.0	69364.9	-99846.7	711.3	2358.8	72.2	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	1	3038.3	3252.1	213.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	13	3252.1	3393.9	141.9	-	-	0.0	0.0	505.7	1089.1	86.7	26300.4	96565.0	-87289.2	610.9	2320.7	24.9	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	14	3393.9	3455.4	61.4	-	-	505.7	1089.1	0.0	0.0	36.0	34784.0	84745.4	-56894.9	585.3	2296.6	67.8	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	15	3455.4	3501.5	46.1	-	-	0.0	0.0	0.0	0.0	28.1	30737.7	21788.0	-51992.2	610.1	813.4	35.2	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	2	3501.5	3654.1	152.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	16	3654.1	3711.0	56.9	-	-	0.0	0.0	809.8	599.8	39.2	45309.1	98293.2	-70611.9	688.6	2314.7	27.9	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	4	3657.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	17	3711.0	3760.5	49.5	-	-	809.8	599.8	818.2	684.4	1.6	2340.9	1659.3	-13963.9	32.9	53.1	51.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	13	3760.5	3841.0	80.5	812.2	663.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	18	3841.0	3864.7	23.7	-	-	811.5	675.5	804.0	600.2	1.5	3247.4	4756.4	-4751.1	63.6	120.0	41.8	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	5	3880.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	19	3964.6	3999.0	34.5	-	-	791.4	612.5	773.5	539.6	1.6	2559.6	3782.2	-3157.4	47.2	94.6	59.2	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	14	3999.0	4128.3	129.2	772.6	570.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	20	4128.3	4185.8	57.6	-	-	773.8	575.0	0.0	0.0	47.9	52430.7	79438.4	-120827.5	833.0	2862.4	77.7	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	3	4185.8	4586.5	400.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	15	4688.2	4761.7	73.5	782.7	662.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	6	4696.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	21	4793.7	4846.0	52.4	-	-	789.3	650.0	755.5	565.6	2.2	1378.0	2195.0	-1629.8	42.0	70.6	22.6	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	7	4881.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	16	4881.4	5069.5	188.1	768.8	609.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	22	5069.5	5118.2	48.6	-	-	770.8	613.7	0.0	0.0	34.9	49300.0	75770.0	-99741.1	718.2	2330.0	69.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	4	5118.2	5596.7	478.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	17	5665.3	5786.4	121.1	786.4	504.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	23	5786.4	5817.4	31.0	-	-	781.5	503.0	766.9	553.1	1.0	1485.1	1972.8	-2031.7	33.6	56.1	59.7	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	18	5817.4	6170.2	352.8	765.7	589.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	24	6170.2	6225.4	55.2	-	-	759.0	593.2	0.0	0.0	35.4	42350.1	68051.1	-94155.7	641.4	2223.6	70.2	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	5	6225.4	6754.5	529.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	19	6852.6	6949.8	97.3	846.7	564.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	25	6949.8	7010.4	60.5	-	-	852.3	557.6	769.2	617.9	2.3	1463.7	1961.7	-3460.4	37.8	80.1	77.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	20	7010.4	7459.8	449.5	804.3	613.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	8	7088.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	26	7459.8	7486.8	27.0	-	-	814.2	602.6	791.5	562.5	0.9	1307.1	2411.6	-1574.6	33.4	51.8	56.5	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	21	7486.8	7677.2	190.4	802.1	547.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	27	7677.2	7727.1	49.9	-	-	815.5	537.6	594.4	317.7	6.7	8470.0	11849.1	-11667.2	134.2	266.1	57.9	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	22	7727.1	7871.6	144.6	594.0	326.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	23	7931.0	8043.2	112.2	531.2	279.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	28	8043.2	8077.6	34.4	-	-	526.5	279.3	663.3	216.0	2.8	5147.7	7566.6	-6871.9	82.3	172.9	34.3	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	24	8077.6	8182.4	104.9	666.2	210.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	29	8182.4	8225.6	43.1	-	-	661.1	208.8	415.5	119.6	5.3	7147.1	11416.3	-8643.2	123.4	255.5	28.1	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	25	8225.6	8520.5	295.0	430.5	129.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	30	8520.5	8570.3	49.7	-	-	439.4	129.7	470.7	327.3	4.1	5137.2	9911.6	-8421.9	81.8	212.5	30.7	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	26	8570.3	8803.0	232.7	457.1	341.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	31	8803.0	8840.9	37.9	-	-	457.7	320.9	254.5	349.0	3.9	6634.4	9033.4	-8916.7	101.9	191.1	41.1	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	27	8840.9	9138.2	297.4	237.7	352.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2152794.9	08:56:33:875	P04-Kuba-scrrec.mkv	P04-Kuba	32	9138.2	9178.8	40.6	-	-	238.6	351.0	218.0	250.3	2.3	3389.2	5273.4	-4645.1	55.7	119.2	47.4	-	-	-
