RecordingTime [ms]	Time of Day [h:m:s:ms]	Stimulus	Participant	Point of Regard Right X [px]	Point of Regard Right Y [px]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Content
2400026.9	09:00:41:110	P05-Olda-scrrec1.mkv	P05-Olda	1108.2	698.9	-	-	-	-	-	-
2400032.4	09:00:41:116	P05-Olda-scrrec1.mkv	P05-Olda	1107.6	699.9	-	-	-	-	-	-
2400036.3	09:00:41:120	P05-Olda-scrrec1.mkv	P05-Olda	1102.8	700.8	-	-	-	-	-	-
2400039.9	09:00:41:123	P05-Olda-scrrec1.mkv	P05-Olda	1103.5	702.9	-	-	-	-	-	-
2400043.8	09:00:41:127	P05-Olda-scrrec1.mkv	P05-Olda	1103.7	704.2	-	-	-	-	-	-
2400047.7	09:00:41:131	P05-Olda-scrrec1.mkv	P05-Olda	1103.1	705.0	-	-	-	-	-	-
2400051.6	09:00:41:135	P05-Olda-scrrec1.mkv	P05-Olda	1103.0	706.7	-	-	-	-	-	-
2400055.4	09:00:41:139	P05-Olda-scrrec1.mkv	P05-Olda	1102.9	710.7	-	-	-	-	-	-
2400060.5	09:00:41:144	P05-Olda-scrrec1.mkv	P05-Olda	1106.6	708.6	-	-	-	-	-	-
2400065.9	09:00:41:149	P05-Olda-scrrec1.mkv	P05-Olda	1103.9	709.3	-	-	-	-	-	-
2400071.5	09:00:41:155	P05-Olda-scrrec1.mkv	P05-Olda	1102.4	711.1	-	-	-	-	-	-
2400075.1	09:00:41:159	P05-Olda-scrrec1.mkv	P05-Olda	1104.6	710.2	-	-	-	-	-	-
2400078.5	09:00:41:162	P05-Olda-scrrec1.mkv	P05-Olda	1103.3	710.9	-	-	-	-	-	-
2400082.6	09:00:41:166	P05-Olda-scrrec1.mkv	P05-Olda	1105.0	710.7	-	-	-	-	-	-
2400086.5	09:00:41:170	P05-Olda-scrrec1.mkv	P05-Olda	1106.1	710.1	-	-	-	-	-	-
2400090.5	09:00:41:174	P05-Olda-scrrec1.mkv	P05-Olda	1103.8	708.7	-	-	-	-	-	-
2400094.5	09:00:41:178	P05-Olda-scrrec1.mkv	P05-Olda	1103.9	707.8	-	-	-	-	-	-
2400098.5	09:00:41:182	P05-Olda-scrrec1.mkv	P05-Olda	1110.4	706.9	-	-	-	-	-	-
2400103.7	09:00:41:187	P05-Olda-scrrec1.mkv	P05-Olda	1106.6	707.5	-	-	-	-	-	-
2400107.3	09:00:41:191	P05-Olda-scrrec1.mkv	P05-Olda	1107.4	711.7	-	-	-	-	-	-
2400110.7	09:00:41:194	P05-Olda-scrrec1.mkv	P05-Olda	1110.2	710.5	-	-	-	-	-	-
2400114.6	09:00:41:198	P05-Olda-scrrec1.mkv	P05-Olda	1114.2	712.7	-	-	-	-	-	-
2400119.8	09:00:41:203	P05-Olda-scrrec1.mkv	P05-Olda	1115.5	716.0	-	-	-	-	-	-
2400125.0	09:00:41:208	P05-Olda-scrrec1.mkv	P05-Olda	1113.5	717.1	-	-	-	-	-	-
2400128.5	09:00:41:212	P05-Olda-scrrec1.mkv	P05-Olda	1113.6	720.6	-	-	-	-	-	-
2400132.5	09:00:41:216	P05-Olda-scrrec1.mkv	P05-Olda	1115.3	723.4	-	-	-	-	-	-
2400136.1	09:00:41:220	P05-Olda-scrrec1.mkv	P05-Olda	1114.0	725.8	-	-	-	-	-	-
2400139.7	09:00:41:223	P05-Olda-scrrec1.mkv	P05-Olda	1118.6	726.2	-	-	-	-	-	-
2400143.5	09:00:41:227	P05-Olda-scrrec1.mkv	P05-Olda	1117.8	725.3	-	-	-	-	-	-
2400148.0	09:00:41:231	P05-Olda-scrrec1.mkv	P05-Olda	1119.6	724.2	-	-	-	-	-	-
2400151.8	09:00:41:235	P05-Olda-scrrec1.mkv	P05-Olda	1118.6	722.3	-	-	-	-	-	-
2400155.3	09:00:41:239	P05-Olda-scrrec1.mkv	P05-Olda	1117.8	723.8	-	-	-	-	-	-
2400160.5	09:00:41:244	P05-Olda-scrrec1.mkv	P05-Olda	1120.2	723.0	-	-	-	-	-	-
2400164.6	09:00:41:248	P05-Olda-scrrec1.mkv	P05-Olda	1119.8	722.8	-	-	-	-	-	-
2400168.3	09:00:41:252	P05-Olda-scrrec1.mkv	P05-Olda	1121.6	725.5	-	-	-	-	-	-
2400171.9	09:00:41:255	P05-Olda-scrrec1.mkv	P05-Olda	1123.2	725.2	-	-	-	-	-	-
2400177.1	09:00:41:260	P05-Olda-scrrec1.mkv	P05-Olda	1123.2	725.5	-	-	-	-	-	-
2400180.9	09:00:41:264	P05-Olda-scrrec1.mkv	P05-Olda	1125.3	727.8	-	-	-	-	-	-
2400184.8	09:00:41:268	P05-Olda-scrrec1.mkv	P05-Olda	1125.0	728.1	-	-	-	-	-	-
2400188.6	09:00:41:272	P05-Olda-scrrec1.mkv	P05-Olda	1122.2	728.4	-	-	-	-	-	-
2400192.2	09:00:41:276	P05-Olda-scrrec1.mkv	P05-Olda	1120.5	731.4	-	-	-	-	-	-
2400196.0	09:00:41:279	P05-Olda-scrrec1.mkv	P05-Olda	1119.1	736.2	-	-	-	-	-	-
2400199.9	09:00:41:283	P05-Olda-scrrec1.mkv	P05-Olda	1117.0	738.4	-	-	-	-	-	-
2400203.7	09:00:41:287	P05-Olda-scrrec1.mkv	P05-Olda	1119.6	738.1	-	-	-	-	-	-
2400208.8	09:00:41:292	P05-Olda-scrrec1.mkv	P05-Olda	1119.3	737.5	-	-	-	-	-	-
2400212.7	09:00:41:296	P05-Olda-scrrec1.mkv	P05-Olda	1117.9	735.4	-	-	-	-	-	-
2400216.4	09:00:41:300	P05-Olda-scrrec1.mkv	P05-Olda	1115.7	734.5	-	-	-	-	-	-
2400220.0	09:00:41:303	P05-Olda-scrrec1.mkv	P05-Olda	1116.7	734.0	-	-	-	-	-	-
2400225.3	09:00:41:309	P05-Olda-scrrec1.mkv	P05-Olda	1110.8	719.3	-	-	-	-	-	-
2400228.9	09:00:41:312	P05-Olda-scrrec1.mkv	P05-Olda	1046.4	641.2	-	-	-	-	-	-
2400232.6	09:00:41:316	P05-Olda-scrrec1.mkv	P05-Olda	1016.9	642.0	-	-	-	-	-	-
2400236.4	09:00:41:320	P05-Olda-scrrec1.mkv	P05-Olda	962.7	669.6	-	-	-	-	-	-
2400241.7	09:00:41:325	P05-Olda-scrrec1.mkv	P05-Olda	933.7	666.5	-	-	-	-	-	-
2400246.8	09:00:41:330	P05-Olda-scrrec1.mkv	P05-Olda	937.2	696.2	-	-	-	-	-	-
2400250.6	09:00:41:334	P05-Olda-scrrec1.mkv	P05-Olda	905.6	694.5	-	-	-	-	-	-
2400254.6	09:00:41:338	P05-Olda-scrrec1.mkv	P05-Olda	900.2	688.1	-	-	-	-	-	-
2400259.7	09:00:41:343	P05-Olda-scrrec1.mkv	P05-Olda	898.4	688.6	-	-	-	-	-	-
2400265.2	09:00:41:349	P05-Olda-scrrec1.mkv	P05-Olda	897.6	678.8	-	-	-	-	-	-
2400269.0	09:00:41:352	P05-Olda-scrrec1.mkv	P05-Olda	891.7	678.3	-	-	-	-	-	-
2400272.5	09:00:41:356	P05-Olda-scrrec1.mkv	P05-Olda	888.0	669.1	-	-	-	-	-	-
2400277.7	09:00:41:361	P05-Olda-scrrec1.mkv	P05-Olda	883.2	674.3	-	-	-	-	-	-
2400281.4	09:00:41:365	P05-Olda-scrrec1.mkv	P05-Olda	880.9	676.4	-	-	-	-	-	-
2400285.2	09:00:41:369	P05-Olda-scrrec1.mkv	P05-Olda	881.4	676.8	-	-	-	-	-	-
2400288.7	09:00:41:372	P05-Olda-scrrec1.mkv	P05-Olda	878.6	671.8	-	-	-	-	-	-
2400293.9	09:00:41:377	P05-Olda-scrrec1.mkv	P05-Olda	880.0	669.3	-	-	-	-	-	-
2400297.5	09:00:41:381	P05-Olda-scrrec1.mkv	P05-Olda	877.8	664.5	-	-	-	-	-	-
2400301.1	09:00:41:385	P05-Olda-scrrec1.mkv	P05-Olda	877.6	662.8	-	-	-	-	-	-
2400304.7	09:00:41:388	P05-Olda-scrrec1.mkv	P05-Olda	876.9	662.5	-	-	-	-	-	-
2400309.8	09:00:41:393	P05-Olda-scrrec1.mkv	P05-Olda	876.0	663.1	-	-	-	-	-	-
2400315.0	09:00:41:398	P05-Olda-scrrec1.mkv	P05-Olda	875.1	658.5	-	-	-	-	-	-
2400319.6	09:00:41:403	P05-Olda-scrrec1.mkv	P05-Olda	873.1	662.9	-	-	-	-	-	-
2400324.4	09:00:41:408	P05-Olda-scrrec1.mkv	P05-Olda	873.7	660.2	-	-	-	-	-	-
2400329.5	09:00:41:413	P05-Olda-scrrec1.mkv	P05-Olda	872.1	659.7	-	-	-	-	-	-
2400333.3	09:00:41:417	P05-Olda-scrrec1.mkv	P05-Olda	869.4	659.6	-	-	-	-	-	-
2400337.0	09:00:41:420	P05-Olda-scrrec1.mkv	P05-Olda	871.2	660.5	-	-	-	-	-	-
2400340.5	09:00:41:424	P05-Olda-scrrec1.mkv	P05-Olda	872.5	661.5	-	-	-	-	-	-
2400345.6	09:00:41:429	P05-Olda-scrrec1.mkv	P05-Olda	873.3	663.8	-	-	-	-	-	-
2400349.4	09:00:41:433	P05-Olda-scrrec1.mkv	P05-Olda	873.1	665.5	-	-	-	-	-	-
2400353.1	09:00:41:436	P05-Olda-scrrec1.mkv	P05-Olda	874.1	666.9	-	-	-	-	-	-
2400356.6	09:00:41:440	P05-Olda-scrrec1.mkv	P05-Olda	874.5	666.7	-	-	-	-	-	-
2400360.3	09:00:41:444	P05-Olda-scrrec1.mkv	P05-Olda	877.2	669.3	-	-	-	-	-	-
2400365.8	09:00:41:449	P05-Olda-scrrec1.mkv	P05-Olda	883.2	670.1	-	-	-	-	-	-
2400370.6	09:00:41:454	P05-Olda-scrrec1.mkv	P05-Olda	884.8	672.2	-	-	-	-	-	-
2400374.3	09:00:41:458	P05-Olda-scrrec1.mkv	P05-Olda	885.2	674.1	-	-	-	-	-	-
2400377.9	09:00:41:461	P05-Olda-scrrec1.mkv	P05-Olda	889.1	674.0	-	-	-	-	-	-
2400383.0	09:00:41:466	P05-Olda-scrrec1.mkv	P05-Olda	887.8	675.5	-	-	-	-	-	-
2400388.5	09:00:41:472	P05-Olda-scrrec1.mkv	P05-Olda	888.4	684.1	-	-	-	-	-	-
2400392.2	09:00:41:476	P05-Olda-scrrec1.mkv	P05-Olda	888.7	682.8	-	-	-	-	-	-
2400395.7	09:00:41:479	P05-Olda-scrrec1.mkv	P05-Olda	889.1	675.5	-	-	-	-	-	-
2400399.5	09:00:41:483	P05-Olda-scrrec1.mkv	P05-Olda	879.3	675.0	-	-	-	-	-	-
2400403.1	09:00:41:487	P05-Olda-scrrec1.mkv	P05-Olda	871.8	669.0	-	-	-	-	-	-
2400406.8	09:00:41:490	P05-Olda-scrrec1.mkv	P05-Olda	796.0	631.7	-	-	-	-	-	-
2400410.4	09:00:41:494	P05-Olda-scrrec1.mkv	P05-Olda	795.8	616.6	-	-	-	-	-	-
2400414.5	09:00:41:498	P05-Olda-scrrec1.mkv	P05-Olda	793.0	584.3	-	-	-	-	-	-
2400418.5	09:00:41:502	P05-Olda-scrrec1.mkv	P05-Olda	786.4	585.4	-	-	-	-	-	-
2400422.5	09:00:41:506	P05-Olda-scrrec1.mkv	P05-Olda	782.4	589.1	-	-	-	-	-	-
2400426.5	09:00:41:510	P05-Olda-scrrec1.mkv	P05-Olda	788.2	591.6	-	-	-	-	-	-
2400431.7	09:00:41:515	P05-Olda-scrrec1.mkv	P05-Olda	793.0	598.2	-	-	-	-	-	-
2400437.0	09:00:41:520	P05-Olda-scrrec1.mkv	P05-Olda	786.6	604.0	-	-	-	-	-	-
2400442.3	09:00:41:526	P05-Olda-scrrec1.mkv	P05-Olda	784.2	606.3	-	-	-	-	-	-
2400446.1	09:00:41:529	P05-Olda-scrrec1.mkv	P05-Olda	778.7	601.1	-	-	-	-	-	-
2400451.5	09:00:41:535	P05-Olda-scrrec1.mkv	P05-Olda	778.0	593.2	-	-	-	-	-	-
2400455.5	09:00:41:539	P05-Olda-scrrec1.mkv	P05-Olda	776.0	595.3	-	-	-	-	-	-
2400459.2	09:00:41:543	P05-Olda-scrrec1.mkv	P05-Olda	770.5	594.1	-	-	-	-	-	-
2400464.3	09:00:41:548	P05-Olda-scrrec1.mkv	P05-Olda	770.0	590.6	-	-	-	-	-	-
2400468.3	09:00:41:552	P05-Olda-scrrec1.mkv	P05-Olda	768.6	592.1	-	-	-	-	-	-
2400472.0	09:00:41:555	P05-Olda-scrrec1.mkv	P05-Olda	768.0	589.4	-	-	-	-	-	-
2400475.8	09:00:41:559	P05-Olda-scrrec1.mkv	P05-Olda	763.5	591.2	-	-	-	-	-	-
2400479.4	09:00:41:563	P05-Olda-scrrec1.mkv	P05-Olda	761.2	588.7	-	-	-	-	-	-
2400483.4	09:00:41:567	P05-Olda-scrrec1.mkv	P05-Olda	758.1	590.8	-	-	-	-	-	-
2400488.8	09:00:41:572	P05-Olda-scrrec1.mkv	P05-Olda	754.0	586.0	-	-	-	-	-	-
2400493.7	09:00:41:577	P05-Olda-scrrec1.mkv	P05-Olda	751.5	583.4	-	-	-	-	-	-
2400497.5	09:00:41:581	P05-Olda-scrrec1.mkv	P05-Olda	751.1	581.1	-	-	-	-	-	-
2400501.1	09:00:41:584	P05-Olda-scrrec1.mkv	P05-Olda	748.4	582.6	-	-	-	-	-	-
2400506.5	09:00:41:590	P05-Olda-scrrec1.mkv	P05-Olda	748.2	580.5	-	-	-	-	-	-
2400511.8	09:00:41:595	P05-Olda-scrrec1.mkv	P05-Olda	747.6	582.1	-	-	-	-	-	-
2400515.4	09:00:41:599	P05-Olda-scrrec1.mkv	P05-Olda	745.8	582.6	-	-	-	-	-	-
2400519.5	09:00:41:603	P05-Olda-scrrec1.mkv	P05-Olda	744.1	580.9	-	-	-	-	-	-
2400524.8	09:00:41:608	P05-Olda-scrrec1.mkv	P05-Olda	745.2	576.7	-	-	-	-	-	-
2400528.4	09:00:41:612	P05-Olda-scrrec1.mkv	P05-Olda	745.6	576.1	-	-	-	-	-	-
2400532.0	09:00:41:615	P05-Olda-scrrec1.mkv	P05-Olda	745.1	575.2	-	-	-	-	-	-
2400536.0	09:00:41:619	P05-Olda-scrrec1.mkv	P05-Olda	746.9	574.5	-	-	-	-	-	-
2400541.4	09:00:41:625	P05-Olda-scrrec1.mkv	P05-Olda	748.7	572.0	-	-	-	-	-	-
2400545.0	09:00:41:628	P05-Olda-scrrec1.mkv	P05-Olda	748.7	575.1	-	-	-	-	-	-
2400548.6	09:00:41:632	P05-Olda-scrrec1.mkv	P05-Olda	750.1	571.1	-	-	-	-	-	-
2400552.6	09:00:41:636	P05-Olda-scrrec1.mkv	P05-Olda	749.6	568.9	-	-	-	-	-	-
2400558.0	09:00:41:641	P05-Olda-scrrec1.mkv	P05-Olda	749.6	567.1	-	-	-	-	-	-
2400563.5	09:00:41:647	P05-Olda-scrrec1.mkv	P05-Olda	750.0	565.6	-	-	-	-	-	-
2400568.7	09:00:41:652	P05-Olda-scrrec1.mkv	P05-Olda	749.6	562.7	-	-	-	-	-	-
2400572.6	09:00:41:656	P05-Olda-scrrec1.mkv	P05-Olda	748.6	564.4	-	-	-	-	-	-
2400578.0	09:00:41:661	P05-Olda-scrrec1.mkv	P05-Olda	747.1	563.7	-	-	-	-	-	-
2400581.7	09:00:41:665	P05-Olda-scrrec1.mkv	P05-Olda	747.7	560.1	-	-	-	-	-	-
2400585.3	09:00:41:669	P05-Olda-scrrec1.mkv	P05-Olda	747.6	558.4	-	-	-	-	-	-
2400589.0	09:00:41:672	P05-Olda-scrrec1.mkv	P05-Olda	747.2	558.0	-	-	-	-	-	-
2400594.4	09:00:41:678	P05-Olda-scrrec1.mkv	P05-Olda	747.6	556.0	-	-	-	-	-	-
2400598.4	09:00:41:682	P05-Olda-scrrec1.mkv	P05-Olda	747.5	555.8	-	-	-	-	-	-
2400602.4	09:00:41:686	P05-Olda-scrrec1.mkv	P05-Olda	748.5	556.3	-	-	-	-	-	-
2400607.1	09:00:41:691	P05-Olda-scrrec1.mkv	P05-Olda	747.9	554.5	-	-	-	-	-	-
2400612.6	09:00:41:696	P05-Olda-scrrec1.mkv	P05-Olda	745.8	552.1	-	-	-	-	-	-
2400616.2	09:00:41:700	P05-Olda-scrrec1.mkv	P05-Olda	745.1	551.7	-	-	-	-	-	-
2400620.3	09:00:41:704	P05-Olda-scrrec1.mkv	P05-Olda	745.1	551.0	-	-	-	-	-	-
2400625.5	09:00:41:709	P05-Olda-scrrec1.mkv	P05-Olda	747.3	550.6	-	-	-	-	-	-
2400630.8	09:00:41:714	P05-Olda-scrrec1.mkv	P05-Olda	747.4	555.1	-	-	-	-	-	-
2400636.1	09:00:41:719	P05-Olda-scrrec1.mkv	P05-Olda	748.1	555.8	-	-	-	-	-	-
2400640.2	09:00:41:724	P05-Olda-scrrec1.mkv	P05-Olda	747.1	558.5	-	-	-	-	-	-
2400644.2	09:00:41:728	P05-Olda-scrrec1.mkv	P05-Olda	745.9	560.5	-	-	-	-	-	-
2400649.5	09:00:41:733	P05-Olda-scrrec1.mkv	P05-Olda	747.1	561.2	-	-	-	-	-	-
2400653.0	09:00:41:736	P05-Olda-scrrec1.mkv	P05-Olda	746.7	565.0	-	-	-	-	-	-
2400656.6	09:00:41:740	P05-Olda-scrrec1.mkv	P05-Olda	746.3	569.1	-	-	-	-	-	-
2400660.5	09:00:41:744	P05-Olda-scrrec1.mkv	P05-Olda	748.6	571.9	-	-	-	-	-	-
2400665.8	09:00:41:749	P05-Olda-scrrec1.mkv	P05-Olda	751.0	580.8	-	-	-	-	-	-
2400669.7	09:00:41:753	P05-Olda-scrrec1.mkv	P05-Olda	752.2	578.4	-	-	-	-	-	-
